representation_model,topic,words,weighted_words
KeyBERT,-1,"hybrid, car, electric, vehicle, bmw, performance, fuel, drive, power, driving","[[""hybrid"", 0.4218765199184418], [""car"", 0.3684757947921753], [""electric"", 0.36156612634658813], [""vehicle"", 0.3475584387779236], [""bmw"", 0.3461775481700897], [""performance"", 0.3419535756111145], [""fuel"", 0.308368057012558], [""drive"", 0.30321988463401794], [""power"", 0.29348912835121155], [""driving"", 0.28308331966400146]]"
KeyBERT,0,"hyundai, hybrid, bmw, volvo, audi, cars, vehicle, car, nissan, lexus","[[""hyundai"", 0.4401293992996216], [""hybrid"", 0.3978455662727356], [""bmw"", 0.3823627531528473], [""volvo"", 0.3499753475189209], [""audi"", 0.33111506700515747], [""cars"", 0.3278723359107971], [""vehicle"", 0.32058626413345337], [""car"", 0.31097298860549927], [""nissan"", 0.3004952073097229], [""lexus"", 0.2966270446777344]]"
KeyBERT,1,"interior, vehicle, headlights, car, rear, design, steering, roof","[[""interior"", 0.375896692276001], [""vehicle"", 0.3563026785850525], [""headlights"", 0.3542046844959259], [""car"", 0.32875412702560425], [""rear"", 0.32058677077293396], [""design"", 0.3147278130054474], [""steering"", 0.3051913380622864], [""roof"", 0.2851685881614685]]"
KeyBERT,2,"seats, seat, passengers, trunk, seating, cargo, passenger, rear, car, compartment","[[""seats"", 0.5022428035736084], [""seat"", 0.48777180910110474], [""passengers"", 0.4705517590045929], [""trunk"", 0.46749019622802734], [""seating"", 0.42717599868774414], [""cargo"", 0.4170919954776764], [""passenger"", 0.40059465169906616], [""rear"", 0.382033109664917], [""car"", 0.3804740309715271], [""compartment"", 0.3782879412174225]]"
KeyBERT,3,"navigation, mobile, touchscreen, smartphone, menu, audio, android, screen, displays, settings","[[""navigation"", 0.5551913380622864], [""mobile"", 0.43627282977104187], [""touchscreen"", 0.4298916757106781], [""smartphone"", 0.4200679063796997], [""menu"", 0.41660362482070923], [""audio"", 0.38866257667541504], [""android"", 0.3866105079650879], [""screen"", 0.37577879428863525], [""displays"", 0.3525509238243103], [""settings"", 0.32919058203697205]]"
KeyBERT,4,"horsepower, engine, turbocharged, v8, engines, v6, powertrains, turbo, motor, litre","[[""horsepower"", 0.64421546459198], [""engine"", 0.5675650835037231], [""turbocharged"", 0.5281427502632141], [""v8"", 0.5220648050308228], [""engines"", 0.5116897821426392], [""v6"", 0.4815686345100403], [""powertrains"", 0.4384651780128479], [""turbo"", 0.4343235492706299], [""motor"", 0.4062485694885254], [""litre"", 0.39961862564086914]]"
KeyBERT,5,"safety, alerts, detection, detect, radar, driver, braking, alert, traffic, vehicle","[[""safety"", 0.4671128988265991], [""alerts"", 0.4121849834918976], [""detection"", 0.41028809547424316], [""detect"", 0.3789467215538025], [""radar"", 0.3773782253265381], [""driver"", 0.36510229110717773], [""braking"", 0.3593168556690216], [""alert"", 0.3523881435394287], [""traffic"", 0.34948739409446716], [""vehicle"", 0.3475933074951172]]"
KeyBERT,6,"charging, charge, charger, charged, plug, outlet, battery, car, setting, cable","[[""charging"", 0.6276471614837646], [""charge"", 0.4932519197463989], [""charger"", 0.48534366488456726], [""charged"", 0.4183243215084076], [""plug"", 0.27438032627105713], [""outlet"", 0.26808229088783264], [""battery"", 0.25602713227272034], [""car"", 0.19183605909347534], [""setting"", 0.18298794329166412], [""cable"", 0.1825304925441742]]"
KeyBERT,7,"batteries, battery, lithium, vehicle, car, electricity, fuel, electric, generator","[[""batteries"", 0.5151185393333435], [""battery"", 0.4971783757209778], [""lithium"", 0.38566750288009644], [""vehicle"", 0.327586829662323], [""car"", 0.32327792048454285], [""electricity"", 0.3148392140865326], [""fuel"", 0.2965400516986847], [""electric"", 0.29066187143325806], [""generator"", 0.2754237651824951]]"
KeyBERT,8,"q50, infiniti, q60, sedan, luxury, hybrid, brand, premium, infinity, future","[[""q50"", 0.6535923480987549], [""infiniti"", 0.5949349403381348], [""q60"", 0.5137739777565002], [""sedan"", 0.31150829792022705], [""luxury"", 0.28866446018218994], [""hybrid"", 0.23987290263175964], [""brand"", 0.23382091522216797], [""premium"", 0.22929367423057556], [""infinity"", 0.22283616662025452], [""future"", 0.21073631942272186]]"
