representation_model,topic,words,weighted_words
MMR,-1,"car, new","[[""car"", 0.018150366037422677], [""new"", 0.01690645062715167]]"
MMR,0,"new, car","[[""new"", 0.025123111202105024], [""car"", 0.02184162784392812]]"
MMR,1,"interior, rear, car, design, steering","[[""interior"", 0.02761547428846576], [""rear"", 0.019223178883355153], [""car"", 0.01891458607247903], [""design"", 0.016538422033904297], [""steering"", 0.016299150952283986]]"
MMR,2,"seat, seats, rear, space, storage, cargo, door, trunk, passenger","[[""seat"", 0.04034223008164197], [""seats"", 0.03827754119992917], [""rear"", 0.030831428480691824], [""space"", 0.027810023434277787], [""storage"", 0.027636615949133848], [""cargo"", 0.027489594690248677], [""door"", 0.025088695794997836], [""trunk"", 0.024840947764968563], [""passenger"", 0.01755303040075264]]"
MMR,3,"display, navigation, screen, information, apple, smartphone, carplay","[[""display"", 0.05236509916818308], [""navigation"", 0.03980720986537353], [""screen"", 0.03570623969285499], [""information"", 0.02629984885007522], [""apple"", 0.021276486066177228], [""smartphone"", 0.020101123268424094], [""carplay"", 0.019942449687777107]]"
MMR,4,"horsepower, engine, torque, cylinder, gallon, motor, turbo, kilowatt, turbocharged","[[""horsepower"", 0.07996877097604078], [""engine"", 0.07928196500201161], [""torque"", 0.05417189078303873], [""cylinder"", 0.04223467811372856], [""gallon"", 0.03395164263388405], [""motor"", 0.026294438199971133], [""turbo"", 0.024976426101045446], [""kilowatt"", 0.021561286578633012], [""turbocharged"", 0.01990864974969547]]"
MMR,5,"lane, traffic, braking, assist, collision, detection, camera, safety, pedal, parking","[[""lane"", 0.049243788217823554], [""traffic"", 0.042528107759177466], [""braking"", 0.039086686107139425], [""assist"", 0.03899532605608003], [""collision"", 0.03871025344286262], [""detection"", 0.03423449538311294], [""camera"", 0.02716600450884334], [""safety"", 0.025696572534724647], [""pedal"", 0.025073586376179118], [""parking"", 0.024926477174101232]]"
MMR,6,"charging, charge, stations, plug, car, indicates, cable, charger, display, left","[[""charging"", 0.10093447802272222], [""charge"", 0.04773354223293534], [""stations"", 0.03463320151053969], [""plug"", 0.028640125339761208], [""car"", 0.024537742180477825], [""indicates"", 0.024251066338286012], [""cable"", 0.022499018853173423], [""charger"", 0.022007116587707706], [""display"", 0.02177623320497911], [""left"", 0.02045270207748358]]"
MMR,7,"battery, lithium, batteries, ion, energy, electric, iron, engine, accelerator","[[""battery"", 0.11567904835253127], [""lithium"", 0.04696848617196686], [""batteries"", 0.03758926668337851], [""ion"", 0.03370409047972677], [""energy"", 0.031655235303993425], [""electric"", 0.02949826518035225], [""iron"", 0.021170278307567184], [""engine"", 0.020434540670179205], [""accelerator"", 0.018738334029042084]]"
MMR,8,"infiniti, q50, infinity, new, brand, performance, johan, market","[[""infiniti"", 0.13615234961000738], [""q50"", 0.09476194702809414], [""infinity"", 0.0525593807651686], [""new"", 0.03721138147754676], [""brand"", 0.03332678419997279], [""performance"", 0.023419812522094897], [""johan"", 0.023316326206648932], [""market"", 0.021780448419750915]]"
