representation_model,topic,words,weighted_words
default,-1,"car, new, driving, experience, drive, warranty, control, available, vehicle, design","[[""car"", 0.014538491128917995], [""new"", 0.013707008864602858], [""driving"", 0.009903583223430696], [""experience"", 0.009848996171200929], [""drive"", 0.009842151382284703], [""warranty"", 0.0094556995080243], [""control"", 0.009177005568115792], [""available"", 0.009049045472885271], [""vehicle"", 0.008856447216437061], [""design"", 0.008467418000665371]]"
default,0,"bmw, car, mercedes, benz, mercedes benz, class, electric, new, series, cars","[[""bmw"", 0.04111267269880042], [""car"", 0.0345287503183594], [""mercedes"", 0.030571502187628385], [""benz"", 0.0267834117313763], [""mercedes benz"", 0.026639993393338716], [""class"", 0.025605915066479433], [""electric"", 0.024109646279404113], [""new"", 0.022823048495402298], [""series"", 0.02243142899949751], [""cars"", 0.02128669485322919]]"
default,1,"assist, parking, lane, traffic, view, monitor, spot, blind, blind spot, driver","[[""assist"", 0.050982706226665384], [""parking"", 0.036132920529205255], [""lane"", 0.030089202311260194], [""traffic"", 0.029471094156841834], [""view"", 0.0293673009400789], [""monitor"", 0.02777991977352297], [""spot"", 0.025309596793827743], [""blind"", 0.023565000469263252], [""blind spot"", 0.023565000469263252], [""driver"", 0.022010583314753834]]"
default,2,"led, rear, headlights, grille, light, lights, lighting, look, design, hood","[[""led"", 0.05095343101244185], [""rear"", 0.03766093659343439], [""headlights"", 0.03553459407989209], [""grille"", 0.0341426756110455], [""light"", 0.03256705726909901], [""lights"", 0.03187461239770224], [""lighting"", 0.02466229187794547], [""look"", 0.024581566698601457], [""design"", 0.02444766016015633], [""hood"", 0.02160576904950634]]"
default,3,"horsepower, torque, drive, engine, range, motor, electric, transmission, power, hour","[[""horsepower"", 0.053381735737292726], [""torque"", 0.049657074120179556], [""drive"", 0.04319910378674623], [""engine"", 0.038348211124779444], [""range"", 0.03378442264077131], [""motor"", 0.029604711888554156], [""electric"", 0.029596251862747266], [""transmission"", 0.028510834230363366], [""power"", 0.027372725268089766], [""hour"", 0.02372833264445787]]"
default,4,"charging, charge, battery, charger, fast, volt, level, minutes, dc, fast charging","[[""charging"", 0.11633939338144787], [""charge"", 0.08264074722666422], [""battery"", 0.03777260401331098], [""charger"", 0.03604090123398996], [""fast"", 0.03297264705705178], [""volt"", 0.02955620886620727], [""level"", 0.029060690715745567], [""minutes"", 0.027174043875349496], [""dc"", 0.024789630497646892], [""fast charging"", 0.023412428803333177]]"
default,5,"seats, seat, space, rear seats, rear, heated, cargo, passengers, trunk, comfortable","[[""seats"", 0.09196016409386448], [""seat"", 0.06850625657919997], [""space"", 0.04672879085820868], [""rear seats"", 0.04046353640382555], [""rear"", 0.039840792893549144], [""heated"", 0.03884117452016877], [""cargo"", 0.03223614340538444], [""passengers"", 0.029307461839878354], [""trunk"", 0.02883509859467482], [""comfortable"", 0.027348600292055575]]"
default,6,"interior, leather, materials, seats, trim, upholstery, design, material, interior design, stitching","[[""interior"", 0.11905787157365437], [""leather"", 0.060202387495654326], [""materials"", 0.046222987138532026], [""seats"", 0.03539464873445945], [""trim"", 0.03263603087221378], [""upholstery"", 0.026195938256967616], [""design"", 0.02528485736772925], [""material"", 0.02482063902328116], [""interior design"", 0.02312619199112999], [""stitching"", 0.022098559360458788]]"
default,7,"ride, hello, happy, world, event, excited, stream, answer, everybody, having","[[""ride"", 0.056354094763763955], [""hello"", 0.054313958362841114], [""happy"", 0.045583682645986556], [""world"", 0.03970246917289066], [""event"", 0.03730634837708595], [""excited"", 0.03330894928157754], [""stream"", 0.033234546583108995], [""answer"", 0.03168189990023657], [""everybody"", 0.030117019216401898], [""having"", 0.029412064106320225]]"
default,8,"kia, ev6, india, ev, hyundai, new kia, ev9, new, ev6 gt, gt","[[""kia"", 0.1508538117380876], [""ev6"", 0.10587864305913951], [""india"", 0.03289965832977848], [""ev"", 0.031998059112947876], [""hyundai"", 0.030430769619061236], [""new kia"", 0.026815577535735872], [""ev9"", 0.024186163592385797], [""new"", 0.02309655733437036], [""ev6 gt"", 0.022995128443810058], [""gt"", 0.022867912856089922]]"
default,9,"amg, eqs, eqe, mercedes, eq, gt, sl, new, new eqs, mercedes eq","[[""amg"", 0.0971615697687817], [""eqs"", 0.08663575322671792], [""eqe"", 0.05306091307453637], [""mercedes"", 0.0419066830489031], [""eq"", 0.036130679851216575], [""gt"", 0.03536013620024883], [""sl"", 0.028542129732066147], [""new"", 0.027472064602543613], [""new eqs"", 0.024295500449804493], [""mercedes eq"", 0.021056100389830558]]"
default,10,"customers, product, brand, customer, new, culture, products, need, future, trust","[[""customers"", 0.04130689848915386], [""product"", 0.035396759582921176], [""brand"", 0.03493238684393286], [""customer"", 0.030055391104068605], [""new"", 0.027691835239213144], [""culture"", 0.027312393658696258], [""products"", 0.026809734307604718], [""need"", 0.026540004561700237], [""future"", 0.024766553431799055], [""trust"", 0.02415885433848057]]"
