representation_model,topic,words,weighted_words
KeyBERT,-1,"hybrid, vehicle, car, driving, drive, experience, warranty","[[""hybrid"", 0.3559367060661316], [""vehicle"", 0.34320205450057983], [""car"", 0.3380044102668762], [""driving"", 0.33178839087486267], [""drive"", 0.27953627705574036], [""experience"", 0.1776696741580963], [""warranty"", 0.15141335129737854]]"
KeyBERT,0,"bmw, mercedes, cars, car, vehicles, vehicle, driving, benz, drive, electric","[[""bmw"", 0.4946925640106201], [""mercedes"", 0.485029935836792], [""cars"", 0.4649317264556885], [""car"", 0.4623847007751465], [""vehicles"", 0.4246760904788971], [""vehicle"", 0.4144379198551178], [""driving"", 0.37856417894363403], [""benz"", 0.3434731364250183], [""drive"", 0.3172253966331482], [""electric"", 0.30420756340026855]]"
KeyBERT,1,"blind, monitor, safety, parking, detection, driver, driving, view, steering, radar","[[""blind"", 0.3722670078277588], [""monitor"", 0.36412546038627625], [""safety"", 0.35391950607299805], [""parking"", 0.3510546088218689], [""detection"", 0.3416941165924072], [""driver"", 0.3185398280620575], [""driving"", 0.2904733121395111], [""view"", 0.2861761152744293], [""steering"", 0.285900741815567], [""radar"", 0.2830328941345215]]"
KeyBERT,2,"headlights, lighting, taillights, led, lights, distinctive, style","[[""headlights"", 0.5629814863204956], [""lighting"", 0.4316374659538269], [""taillights"", 0.4257645010948181], [""led"", 0.3982440233230591], [""lights"", 0.3664708733558655], [""distinctive"", 0.3248137831687927], [""style"", 0.30580729246139526]]"
KeyBERT,3,"horsepower, motors, torque, motor, drive, engines, hybrid, engine","[[""horsepower"", 0.47748181223869324], [""motors"", 0.450292706489563], [""torque"", 0.4403938353061676], [""motor"", 0.4219115972518921], [""drive"", 0.36125847697257996], [""engines"", 0.35846400260925293], [""hybrid"", 0.3542625308036804], [""engine"", 0.3502793610095978]]"
KeyBERT,4,"charging, charge, charger, charged, recharge, chargers, battery, level, plug, volt","[[""charging"", 0.6151219606399536], [""charge"", 0.5470768809318542], [""charger"", 0.4966035485267639], [""charged"", 0.44339823722839355], [""recharge"", 0.4157845675945282], [""chargers"", 0.3369680345058441], [""battery"", 0.2603501081466675], [""level"", 0.22891370952129364], [""plug"", 0.21615925431251526], [""volt"", 0.19525247812271118]]"
KeyBERT,5,"seats, seating, passengers, seat, cargo, spacious, occupants, trunk, rear, passenger","[[""seats"", 0.5640567541122437], [""seating"", 0.49134737253189087], [""passengers"", 0.47159379720687866], [""seat"", 0.46470940113067627], [""cargo"", 0.3990797996520996], [""spacious"", 0.3968791961669922], [""occupants"", 0.3945116102695465], [""trunk"", 0.38339847326278687], [""rear"", 0.3810015916824341], [""passenger"", 0.3643951416015625]]"
KeyBERT,6,"interior, inside, design, architecture, luxurious, environment, luxury, upholstery, comfort","[[""interior"", 0.6735104322433472], [""inside"", 0.4048309028148651], [""design"", 0.3451228439807892], [""architecture"", 0.3414168357849121], [""luxurious"", 0.33981165289878845], [""environment"", 0.32851845026016235], [""luxury"", 0.3251519799232483], [""upholstery"", 0.31756317615509033], [""comfort"", 0.27511200308799744]]"
KeyBERT,7,"excited, happy","[[""excited"", 0.37387698888778687], [""happy"", 0.35198384523391724]]"
KeyBERT,8,"ev6, kia, ev, hyundai, ev9, ev4, e6, evs, vehicles, vehicle","[[""ev6"", 0.6407600045204163], [""kia"", 0.6253422498703003], [""ev"", 0.5387340784072876], [""hyundai"", 0.5052646398544312], [""ev9"", 0.5015254020690918], [""ev4"", 0.4999231696128845], [""e6"", 0.45964017510414124], [""evs"", 0.4409347176551819], [""vehicles"", 0.3779052793979645], [""vehicle"", 0.3774990439414978]]"
KeyBERT,9,"mercedes, eqs, eqe, amg, eq, car, vehicles, benz, coupe, luxury","[[""mercedes"", 0.5308618545532227], [""eqs"", 0.5160975456237793], [""eqe"", 0.4878462553024292], [""amg"", 0.4738547205924988], [""eq"", 0.4571934938430786], [""car"", 0.3648710250854492], [""vehicles"", 0.34369122982025146], [""benz"", 0.33876273036003113], [""coupe"", 0.3112565279006958], [""luxury"", 0.3082319498062134]]"
KeyBERT,10,"hire, leader, culture, customers","[[""hire"", 0.3142576217651367], [""leader"", 0.2844552993774414], [""culture"", 0.2723202705383301], [""customers"", 0.2699939012527466]]"
