n_topics_without_noise,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,report,llm_topic_naming
17,0.2679406103931812,1949,1745,588,1745,0.23989551828430025,0.37228485015122353,0.8491173487357738,0.7091921913665109,06.17_T02-6(orig_21-25_tp-X).md,not_used
