umap_n_neighbors,umap_n_components,umap_min_dist,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,status,note
5,5,0.1,50,10.0,eom,0.0,116,0.4234199917468177,13339,50,51,990,0.0314255785163317,0.0859600672951782,4.352549333238055,0.8463543154620194,ok,
5,5,0.1,50,30.0,eom,0.0,85,0.4983652350569787,15700,51,50,1572,0.0499000095229025,0.1057359616544456,4.013663431308709,0.8143732342951464,ok,
5,5,0.1,75,,eom,0.0,2,0.0379963812970193,1197,88,30218,30218,0.9592102339459734,0.9620036187029808,0.0198623163820106,0.3217706250198394,ok,
5,5,0.1,75,10.0,eom,0.0,71,0.4552264863663778,14341,94,76,1072,0.0340285052217249,0.0942132495317906,3.940283340117358,0.834380852617211,ok,
5,5,0.1,75,30.0,eom,0.0,2,0.0367901469701298,1159,94,30250,30250,0.9602260102212488,0.9632098530298702,0.0209892508098187,0.3215865155699456,ok,
5,5,0.1,100,,eom,0.0,29,0.5816588896295591,18324,114,115,1466,0.0465352506110529,0.1125289654953496,3.0673287268039444,0.7823692981620798,ok,
5,5,0.1,100,10.0,eom,0.0,55,0.4486556835856902,14134,120,253,1644,0.0521855061422721,0.1177983049233406,3.6784470103783065,0.8261879820969431,ok,
5,5,0.1,100,30.0,eom,0.0,42,0.5227121226549852,16467,120,106,1572,0.0499000095229025,0.1275434085642637,3.3686622417333667,0.8027076786337808,ok,
5,5,0.1,125,,eom,0.0,22,0.6109259435609307,19246,847,210,1619,0.0513919309272132,0.1133542837190108,2.897659630377649,0.7253004475764213,ok,
5,5,0.1,125,10.0,eom,0.0,41,0.4539885090308859,14302,253,153,1644,0.0521855061422721,0.130336793321271,3.420197917240846,0.8220804367837984,ok,
5,5,0.1,125,30.0,eom,0.0,32,0.5263943116528584,16583,187,192,1727,0.0548201758562676,0.1324635748976288,3.1704389701020266,0.7991429387677365,ok,
5,5,0.1,150,,eom,0.0,19,0.6041329397200267,19032,197,843,2568,0.0815160460908484,0.1536044186267974,2.6806425506146034,0.6902510871980447,ok,
5,5,0.1,150,10.0,eom,0.0,33,0.4766212741643653,15015,253,153,1644,0.0521855061422721,0.130336793321271,3.270440132156985,0.8152906072437547,ok,
5,5,0.1,150,30.0,eom,0.0,25,0.4933180966892042,15541,187,192,1727,0.0548201758562676,0.1515728660762467,2.958450651676682,0.7719106116877759,ok,
5,5,0.1,175,,eom,0.0,17,0.6457162809891122,20342,846,722,2421,0.0768498238263022,0.1441767450718979,2.5756400977912675,0.6677281528743293,ok,
5,5,0.1,175,10.0,eom,0.0,31,0.486874265942926,15338,253,204,1644,0.0521855061422721,0.130336793321271,3.2235996858500333,0.8122147097101864,ok,
5,5,0.1,175,30.0,eom,0.0,23,0.4962701964892232,15634,187,192,1727,0.0548201758562676,0.1515728660762467,2.913243055719454,0.7576916484144367,ok,
5,5,0.1,200,,eom,0.0,13,0.6250833253975812,19692,829,2749,2749,0.0872615306478748,0.2002983842808621,2.2675616115003554,0.6329035329968574,ok,
5,5,0.1,200,10.0,eom,0.0,27,0.4612576580008253,14531,253,204,1837,0.0583119068025267,0.1546201949020728,3.081989141533404,0.7932050915785799,ok,
5,5,0.1,200,30.0,eom,0.0,20,0.5145224264355776,16209,916,215,1727,0.0548201758562676,0.1515728660762467,2.819831032551444,0.7322159794305304,ok,
5,5,0.1,225,,eom,0.0,11,0.6490492968923595,20447,836,2838,2838,0.0900866584134844,0.1982985747389137,2.143589709929748,0.6119328317937974,ok,
5,5,0.1,225,10.0,eom,0.0,26,0.4677332317557058,14735,253,234,1837,0.0583119068025267,0.1546201949020728,3.053603639550905,0.784595752785449,ok,
5,5,0.1,225,30.0,eom,0.0,18,0.528044948100181,16635,916,323,1727,0.0548201758562676,0.1515728660762467,2.7499200882607333,0.714825889597816,ok,
5,5,0.1,250,,eom,0.0,10,0.6424150080944672,20238,833,2782,3026,0.0960543440307272,0.2149953972637526,2.040619701890836,0.6021267815763578,ok,
5,5,0.1,250,10.0,eom,0.0,21,0.4610354569406088,14524,253,350,1837,0.0583119068025267,0.1546201949020728,2.9030068002880105,0.7532717518966447,ok,
5,5,0.1,250,30.0,eom,0.0,17,0.516617465003333,16275,916,323,1727,0.0548201758562676,0.1515728660762467,2.722186867475436,0.7115874678602039,ok,
5,5,0.1,300,,eom,0.0,7,0.5518839475605498,17386,814,2538,5847,0.1856013712979716,0.3625051582388979,1.5829019501438697,0.5529200393613306,ok,
5,5,0.1,300,10.0,eom,0.0,19,0.4771609053106053,15032,350,387,1837,0.0583119068025267,0.1546201949020728,2.8325550673348,0.7351007840523125,ok,
5,5,0.1,300,30.0,eom,0.0,17,0.516617465003333,16275,916,323,1727,0.0548201758562676,0.1515728660762467,2.722186867475436,0.7115874678602039,ok,
5,5,0.25,50,,eom,0.0,7,0.0257435799765101,811,75,51,30223,0.9593689489889852,0.9661936958384916,0.1057598111155849,0.3578941688093197,ok,
5,5,0.25,50,10.0,eom,0.0,9,0.035647398660445,1123,51,75,29781,0.9453385391867442,0.952385487096467,0.1369587004184773,0.3752271212265498,ok,
5,5,0.25,50,30.0,eom,0.0,6,0.0124115163635209,391,75,51,30713,0.9749230232041391,0.9819699711138622,0.0885129568434586,0.3474056439069295,ok,
5,5,0.25,75,,eom,0.0,4,0.0299971431292257,945,109,106,30262,0.9606069263244772,0.9674316731739834,0.0651166605765046,0.3359991111957591,ok,
5,5,0.25,75,10.0,eom,0.0,5,0.0202520394883027,638,75,113,30481,0.9675586452083929,0.9746055931181158,0.0840193472481737,0.3420690093007015,ok,
5,5,0.25,75,30.0,eom,0.0,5,0.0254896359076913,803,75,113,30316,0.9623210487890044,0.9693679966987272,0.0844034491638317,0.3431165285845792,ok,
5,5,0.25,100,,eom,0.0,3,0.0275529314668444,868,109,104,30422,0.965685807700854,0.9724470685331555,0.0462919077257683,0.3275389645430593,ok,
5,5,0.25,100,10.0,eom,0.0,3,0.0171412246452718,540,113,109,30741,0.9758118274450052,0.982858775354728,0.0475164616040665,0.3255423293019712,ok,
5,5,0.25,100,30.0,eom,0.0,3,0.0180300288861378,568,113,109,30713,0.9749230232041391,0.9819699711138622,0.0475529539444045,0.3257200901501444,ok,
5,5,0.25,125,,eom,0.0,16,0.702345808335714,22126,584,625,2073,0.0658032568326826,0.1271942354696378,2.527261659820592,0.6507831000222202,ok,
5,5,0.25,125,10.0,eom,0.0,2,0.1694124369107704,5337,127,26039,26039,0.8265562009967304,0.8305875630892297,0.0307020937197766,0.3484252293432371,ok,
5,5,0.25,125,30.0,eom,0.0,24,0.6247341523029553,19681,137,358,1361,0.0432022347078056,0.1162111544932228,2.918819163384005,0.7363768529981273,ok,
5,5,0.25,150,,eom,0.0,13,0.7206932673078754,22704,561,576,2726,0.0865314414500206,0.1483350791988064,2.24991857275363,0.6148322381995365,ok,
5,5,0.25,150,10.0,eom,0.0,24,0.603625051582389,19016,368,250,1373,0.0435831508110338,0.1123067644351331,3.0026447084262893,0.7433761863949465,ok,
5,5,0.25,150,30.0,eom,0.0,20,0.632574675427737,19928,358,943,1361,0.0432022347078056,0.1247817668158588,2.790286175911864,0.7056439069294987,ok,
5,5,0.25,175,,eom,0.0,8,0.6763165412817826,21306,550,581,4304,0.1366219090245373,0.2473097800209504,1.641793237953026,0.5599898422372472,ok,
5,5,0.25,175,10.0,eom,0.0,22,0.6076246706662858,19142,368,250,1373,0.0435831508110338,0.1136082277878297,2.939374253777449,0.7285826746659048,ok,
5,5,0.25,175,30.0,eom,0.0,18,0.6267339618449037,19744,358,943,1361,0.0432022347078056,0.1247817668158588,2.7284386924334045,0.6940627876710155,ok,
5,5,0.25,200,,eom,0.0,10,0.7606259721296385,23962,522,553,2204,0.0699615909595911,0.1500492016633336,2.022691935520492,0.587480557407231,ok,
5,5,0.25,200,10.0,eom,0.0,21,0.6001015776275276,18905,368,250,1373,0.0435831508110338,0.1173539028029076,2.9001894580461745,0.7234238009078501,ok,
