umap_n_neighbors,umap_n_components,umap_min_dist,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,status,note
5,10,0.0,50,50.0,eom,0.2,78,0.3580928800431704,11281,51,54,2984,0.0947211376694283,0.200107926229248,3.636360516454952,0.8241342094403707,ok,
5,10,0.0,50,50.0,leaf,0.0,108,0.567628479827318,17882,51,54,596,0.0189188331270037,0.0493603783766625,4.484795752062167,0.8141637304383709,ok,
5,10,0.0,50,50.0,leaf,0.05,108,0.567628479827318,17882,51,54,596,0.0189188331270037,0.0493603783766625,4.484795752062167,0.8141637304383709,ok,
5,10,0.0,50,50.0,leaf,0.1,108,0.567628479827318,17882,51,54,596,0.0189188331270037,0.0493603783766625,4.484795752062167,0.8141637304383709,ok,
5,10,0.0,50,50.0,leaf,0.2,106,0.5504872551820461,17342,51,54,596,0.0189188331270037,0.0524077072024886,4.444417261480122,0.8186966320667872,ok,
5,10,0.0,50,75.0,eom,0.0,52,0.4303082246135288,13556,122,76,2955,0.09380059041996,0.1920452020442497,3.3202010797053783,0.8043583150811033,ok,
5,10,0.0,50,75.0,eom,0.05,52,0.4303082246135288,13556,122,76,2955,0.09380059041996,0.1920452020442497,3.3202010797053783,0.8043583150811033,ok,
5,10,0.0,50,75.0,eom,0.1,52,0.4303082246135288,13556,122,76,2955,0.09380059041996,0.1920452020442497,3.3202010797053783,0.8043583150811033,ok,
5,10,0.0,50,75.0,eom,0.2,52,0.4303082246135288,13556,122,76,2955,0.09380059041996,0.1920452020442497,3.3202010797053783,0.8043583150811033,ok,
5,10,0.0,50,75.0,leaf,0.0,73,0.6454623369202933,20334,122,76,836,0.026537155191569,0.0586610798971526,4.050240436070614,0.7866679363870108,ok,
5,10,0.0,50,75.0,leaf,0.05,73,0.6454623369202933,20334,122,76,836,0.026537155191569,0.0586610798971526,4.050240436070614,0.7866679363870108,ok,
5,10,0.0,50,75.0,leaf,0.1,73,0.6454623369202933,20334,122,76,836,0.026537155191569,0.0586610798971526,4.050240436070614,0.7866679363870108,ok,
5,10,0.0,50,75.0,leaf,0.2,73,0.6454623369202933,20334,122,76,836,0.026537155191569,0.0586610798971526,4.050240436070614,0.7866679363870108,ok,
5,10,0.0,50,100.0,eom,0.0,39,0.4510046662222645,14208,122,988,3100,0.0984033266673015,0.1786179094054534,3.127792629396467,0.7994540202520395,ok,
5,10,0.0,50,100.0,eom,0.05,39,0.4510046662222645,14208,122,988,3100,0.0984033266673015,0.1786179094054534,3.127792629396467,0.7994540202520395,ok,
5,10,0.0,50,100.0,eom,0.1,39,0.4510046662222645,14208,122,988,3100,0.0984033266673015,0.1786179094054534,3.127792629396467,0.7994540202520395,ok,
5,10,0.0,50,100.0,eom,0.2,39,0.4510046662222645,14208,122,988,3100,0.0984033266673015,0.1786179094054534,3.127792629396467,0.7994540202520395,ok,
5,10,0.0,50,100.0,leaf,0.0,51,0.6466685712471828,20372,122,182,1350,0.0428530616131797,0.0851982350887217,3.6040717068750414,0.7761038631241468,ok,
5,10,0.0,50,100.0,leaf,0.05,51,0.6466685712471828,20372,122,182,1350,0.0428530616131797,0.0851982350887217,3.6040717068750414,0.7761038631241468,ok,
5,10,0.0,50,100.0,leaf,0.1,51,0.6466685712471828,20372,122,182,1350,0.0428530616131797,0.0851982350887217,3.6040717068750414,0.7761038631241468,ok,
5,10,0.0,50,100.0,leaf,0.2,51,0.6466685712471828,20372,122,182,1350,0.0428530616131797,0.0851982350887217,3.6040717068750414,0.7761038631241468,ok,
5,10,0.0,75,,eom,0.0,50,0.4616385741040535,14543,122,76,1605,0.0509475288067803,0.1468749008030981,3.437640768368524,0.8168491889661302,ok,
5,10,0.0,75,,eom,0.05,50,0.4616385741040535,14543,122,76,1605,0.0509475288067803,0.1468749008030981,3.437640768368524,0.8168491889661302,ok,
5,10,0.0,75,,eom,0.1,50,0.4616385741040535,14543,122,76,1605,0.0509475288067803,0.1468749008030981,3.437640768368524,0.8168491889661302,ok,
5,10,0.0,75,,eom,0.2,50,0.4616385741040535,14543,122,76,1605,0.0509475288067803,0.1468749008030981,3.437640768368524,0.8168491889661302,ok,
5,10,0.0,75,,leaf,0.0,62,0.6166079421007523,19425,122,76,836,0.026537155191569,0.0690727867187252,3.874501341000848,0.7932419134685584,ok,
5,10,0.0,75,,leaf,0.05,62,0.6166079421007523,19425,122,76,836,0.026537155191569,0.0690727867187252,3.874501341000848,0.7932419134685584,ok,
5,10,0.0,75,,leaf,0.1,62,0.6166079421007523,19425,122,76,836,0.026537155191569,0.0690727867187252,3.874501341000848,0.7932419134685584,ok,
5,10,0.0,75,,leaf,0.2,62,0.6166079421007523,19425,122,76,836,0.026537155191569,0.0690727867187252,3.874501341000848,0.7932419134685584,ok,
5,10,0.0,75,5.0,eom,0.0,93,0.3882804812240104,12232,75,75,925,0.0293622829571786,0.0826905374091356,4.255804165885438,0.8581690632638161,ok,
5,10,0.0,75,5.0,eom,0.05,93,0.3882804812240104,12232,75,75,925,0.0293622829571786,0.0826905374091356,4.255804165885438,0.8581690632638161,ok,
5,10,0.0,75,5.0,eom,0.1,93,0.3882804812240104,12232,75,75,925,0.0293622829571786,0.0826905374091356,4.255804165885438,0.8581690632638161,ok,
5,10,0.0,75,5.0,eom,0.2,68,0.2975589626384788,9374,75,75,2852,0.0905310605339174,0.180363774878583,3.6573141052062814,0.8475002380725645,ok,
5,10,0.0,75,5.0,leaf,0.0,108,0.4717328508396026,14861,75,75,642,0.0203790115227121,0.0544710027616417,4.54864086153342,0.8414722407389772,ok,
5,10,0.0,75,5.0,leaf,0.05,108,0.4717328508396026,14861,75,75,642,0.0203790115227121,0.0544710027616417,4.54864086153342,0.8414722407389772,ok,
5,10,0.0,75,5.0,leaf,0.1,108,0.4717328508396026,14861,75,75,642,0.0203790115227121,0.0544710027616417,4.54864086153342,0.8414722407389772,ok,
5,10,0.0,75,5.0,leaf,0.2,69,0.3002888613782814,9460,75,75,2852,0.0905310605339174,0.180363774878583,3.661513427846485,0.8466812684506237,ok,
5,10,0.0,75,10.0,eom,0.0,85,0.3976129257531028,12526,75,76,926,0.029394025965781,0.0832301685553756,4.1663917406792015,0.8552518807732596,ok,
5,10,0.0,75,10.0,eom,0.05,85,0.3976129257531028,12526,75,76,926,0.029394025965781,0.0832301685553756,4.1663917406792015,0.8552518807732596,ok,
5,10,0.0,75,10.0,eom,0.1,85,0.3976129257531028,12526,75,76,926,0.029394025965781,0.0832301685553756,4.1663917406792015,0.8552518807732596,ok,
5,10,0.0,75,10.0,eom,0.2,72,0.3438085261721106,10831,75,76,1722,0.0546614608132558,0.1363044789385138,3.8767597603599713,0.8531981081166873,ok,
5,10,0.0,75,10.0,leaf,0.0,101,0.4811605243945021,15158,75,76,670,0.021267815763578,0.0532330254261498,4.474755438718672,0.8386248928673459,ok,
5,10,0.0,75,10.0,leaf,0.05,101,0.4811605243945021,15158,75,76,670,0.021267815763578,0.0532330254261498,4.474755438718672,0.8386248928673459,ok,
5,10,0.0,75,10.0,leaf,0.1,101,0.4811605243945021,15158,75,76,670,0.021267815763578,0.0532330254261498,4.474755438718672,0.8386248928673459,ok,
5,10,0.0,75,10.0,leaf,0.2,78,0.3606005777227565,11360,75,76,1722,0.0546614608132558,0.1363044789385138,3.93663589562266,0.8481604926514934,ok,
5,10,0.0,75,15.0,eom,0.0,80,0.3872012189315303,12198,75,75,1795,0.0569787004412278,0.1168142716566676,4.016639879284181,0.843383169856839,ok,
5,10,0.0,75,15.0,eom,0.05,80,0.3872012189315303,12198,75,75,1795,0.0569787004412278,0.1168142716566676,4.016639879284181,0.843383169856839,ok,
5,10,0.0,75,15.0,eom,0.1,80,0.3872012189315303,12198,75,75,1795,0.0569787004412278,0.1168142716566676,4.016639879284181,0.843383169856839,ok,
5,10,0.0,75,15.0,eom,0.2,78,0.375297590705647,11823,75,75,1795,0.0569787004412278,0.1230993873599339,3.971086117605891,0.8456972351839507,ok,
5,10,0.0,75,15.0,leaf,0.0,97,0.5148081135129987,16218,75,75,598,0.0189823191442084,0.0521855061422721,4.425776340817355,0.8294257689743834,ok,
5,10,0.0,75,15.0,leaf,0.05,97,0.5148081135129987,16218,75,75,598,0.0189823191442084,0.0521855061422721,4.425776340817355,0.8294257689743834,ok,
5,10,0.0,75,15.0,leaf,0.1,97,0.5148081135129987,16218,75,75,598,0.0189823191442084,0.0521855061422721,4.425776340817355,0.8294257689743834,ok,
5,10,0.0,75,15.0,leaf,0.2,80,0.3835190299336571,12082,75,75,1795,0.0569787004412278,0.1230993873599339,3.980457299982525,0.8432308034155478,ok,
5,10,0.0,75,30.0,eom,0.0,62,0.3820271085293464,12035,75,122,1732,0.0549788908992794,0.1610005396311462,3.639296774172695,0.836698092245183,ok,
5,10,0.0,75,30.0,eom,0.05,62,0.3820271085293464,12035,75,122,1732,0.0549788908992794,0.1610005396311462,3.639296774172695,0.836698092245183,ok,
