stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,status,note,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score
stage1,5,5,0.0,cosine,42,50,,eom,0.0,euclidean,ok,完成,41,0.4466845878136201,4985,472,410,472,0.04229390681003584,0.10896057347670252,0.9542689927770655,0.8315143369175626
stage1,5,5,0.0,cosine,42,50,10.0,eom,0.0,euclidean,ok,完成,59,0.3079749103942652,3437,618,445,618,0.0553763440860215,0.13010752688172042,0.9446517907546433,0.8649731182795699
stage1,5,5,0.0,cosine,42,50,30.0,eom,0.0,euclidean,ok,完成,43,0.38539426523297493,4301,629,491,629,0.05636200716845878,0.1296594982078853,0.9452938323909262,0.8415412186379927
stage1,5,5,0.0,cosine,42,75,,eom,0.0,euclidean,ok,完成,6,0.09077060931899641,1013,9283,215,9283,0.831810035842294,0.8692652329749104,0.2370969441973301,0.3973727598566308
stage1,5,5,0.0,cosine,42,75,10.0,eom,0.0,euclidean,ok,完成,37,0.30806451612903224,3438,826,618,826,0.07401433691756272,0.1692652329749104,0.9448194433273915,0.8515232974910394
stage1,5,5,0.0,cosine,42,75,30.0,eom,0.0,euclidean,ok,完成,32,0.4011648745519713,4477,629,491,629,0.05636200716845878,0.14301075268817204,0.9569396911903125,0.8341397849462364
stage1,5,5,0.0,cosine,42,100,,eom,0.0,euclidean,ok,完成,4,0.03064516129032258,342,10243,215,10243,0.917831541218638,0.9533154121863799,0.19180184004407397,0.35679390681003587
stage1,5,5,0.0,cosine,42,100,10.0,eom,0.0,euclidean,ok,完成,32,0.32903225806451614,3672,826,618,826,0.07401433691756272,0.1739247311827957,0.9500162741512236,0.8443010752688171
stage1,5,5,0.0,cosine,42,100,30.0,eom,0.0,euclidean,ok,完成,27,0.43261648745519715,4828,629,491,629,0.05636200716845878,0.14301075268817204,0.9633890805560804,0.8247043010752688
stage1,5,5,0.0,cosine,42,125,,eom,0.0,euclidean,ok,完成,4,0.03664874551971326,409,10176,215,10176,0.9118279569892473,0.9473118279569892,0.19275083429530088,0.35799462365591395
stage1,5,5,0.0,cosine,42,125,10.0,eom,0.0,euclidean,ok,完成,23,0.26738351254480286,2984,1221,842,1221,0.10940860215053763,0.25887096774193546,0.9106199820809061,0.8191881720430109
stage1,5,5,0.0,cosine,42,125,30.0,eom,0.0,euclidean,ok,完成,23,0.3703405017921147,4133,1422,629,1422,0.12741935483870967,0.23754480286738353,0.9139877660735575,0.7871630824372761
stage1,5,5,0.0,cosine,42,150,,eom,0.0,euclidean,ok,完成,4,0.03996415770609319,446,10139,215,10139,0.9085125448028674,0.9439964157706093,0.19327931333003665,0.35865770609319003
stage1,5,5,0.0,cosine,42,150,10.0,eom,0.0,euclidean,ok,完成,21,0.2931003584229391,3271,1221,842,1221,0.10940860215053763,0.25887096774193546,0.9119131903496349,0.7954731182795699
stage1,5,5,0.0,cosine,42,150,30.0,eom,0.0,euclidean,ok,完成,6,0.05241935483870968,585,9641,215,9641,0.8638888888888889,0.9013440860215054,0.2457081631133092,0.39283870967741935
stage1,5,5,0.0,cosine,42,175,,eom,0.0,euclidean,ok,完成,4,0.04982078853046595,556,10029,215,10029,0.8986559139784946,0.9341397849462365,0.194869322689688,0.36062903225806453
