stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,status,note,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,stability_rank
stage2,5,15,0.0,cosine,123,50,5.0,eom,0.0,euclidean,ok,完成,66,0.29740143369175626,3319,613,421,613,0.05492831541218638,0.11881720430107527,0.9558144751349825,0.8705376344086022,5
stage2,5,15,0.0,cosine,2026,50,5.0,eom,0.0,euclidean,ok,完成,60,0.3062724014336918,3418,545,355,545,0.04883512544802868,0.10761648745519713,0.9550193421356274,0.8719444444444444,5
stage2,5,15,0.0,cosine,3407,50,5.0,eom,0.0,euclidean,ok,完成,62,0.2371863799283154,2647,650,554,650,0.05824372759856631,0.1489247311827957,0.9379786200951071,0.8815860215053763,5
stage2,5,15,0.0,cosine,20240603,50,5.0,eom,0.0,euclidean,ok,完成,64,0.2593189964157706,2894,529,504,529,0.04740143369175627,0.12616487455197134,0.9420004693575841,0.8827508960573476,5
stage2,5,15,0.0,cosine,42,50,5.0,leaf,0.1,euclidean,ok,完成,71,0.32840501792114696,3665,245,213,245,0.021953405017921146,0.06003584229390681,0.9789732077103156,0.8828853046594982,6
stage2,5,15,0.0,cosine,123,50,5.0,leaf,0.1,euclidean,ok,完成,72,0.3480286738351254,3884,292,207,292,0.026164874551971327,0.06281362007168459,0.9782791112552331,0.875179211469534,6
stage2,5,15,0.0,cosine,2026,50,5.0,leaf,0.1,euclidean,ok,完成,71,0.38163082437275986,4259,243,217,243,0.021774193548387097,0.05949820788530466,0.9766610708100799,0.8670788530465949,6
stage2,5,15,0.0,cosine,3407,50,5.0,leaf,0.1,euclidean,ok,完成,74,0.34659498207885303,3868,310,273,310,0.027777777777777776,0.07410394265232975,0.9722923668615228,0.8728673835125449,6
stage2,5,15,0.0,cosine,20240603,50,5.0,leaf,0.1,euclidean,ok,完成,73,0.34659498207885303,3868,258,253,258,0.023118279569892472,0.06827956989247312,0.971073695864486,0.8754301075268818,6
stage2,5,15,0.0,cosine,42,50,5.0,leaf,0.05,euclidean,ok,完成,71,0.32840501792114696,3665,245,213,245,0.021953405017921146,0.06003584229390681,0.9789732077103156,0.8828853046594982,7
stage2,5,15,0.0,cosine,123,50,5.0,leaf,0.05,euclidean,ok,完成,72,0.3480286738351254,3884,292,207,292,0.026164874551971327,0.06281362007168459,0.9782791112552331,0.875179211469534,7
stage2,5,15,0.0,cosine,2026,50,5.0,leaf,0.05,euclidean,ok,完成,71,0.38163082437275986,4259,243,217,243,0.021774193548387097,0.05949820788530466,0.9766610708100799,0.8670788530465949,7
stage2,5,15,0.0,cosine,3407,50,5.0,leaf,0.05,euclidean,ok,完成,74,0.34659498207885303,3868,310,273,310,0.027777777777777776,0.07410394265232975,0.9722923668615228,0.8728673835125449,7
stage2,5,15,0.0,cosine,20240603,50,5.0,leaf,0.05,euclidean,ok,完成,73,0.34659498207885303,3868,258,253,258,0.023118279569892472,0.06827956989247312,0.971073695864486,0.8754301075268818,7
stage2,5,15,0.0,cosine,42,50,5.0,leaf,0.0,euclidean,ok,完成,71,0.32840501792114696,3665,245,213,245,0.021953405017921146,0.06003584229390681,0.9789732077103156,0.8828853046594982,8
stage2,5,15,0.0,cosine,123,50,5.0,leaf,0.0,euclidean,ok,完成,72,0.3480286738351254,3884,292,207,292,0.026164874551971327,0.06281362007168459,0.9782791112552331,0.875179211469534,8
stage2,5,15,0.0,cosine,2026,50,5.0,leaf,0.0,euclidean,ok,完成,71,0.38163082437275986,4259,243,217,243,0.021774193548387097,0.05949820788530466,0.9766610708100799,0.8670788530465949,8
stage2,5,15,0.0,cosine,3407,50,5.0,leaf,0.0,euclidean,ok,完成,74,0.34659498207885303,3868,310,273,310,0.027777777777777776,0.07410394265232975,0.9722923668615228,0.8728673835125449,8
stage2,5,15,0.0,cosine,20240603,50,5.0,leaf,0.0,euclidean,ok,完成,73,0.34659498207885303,3868,258,253,258,0.023118279569892472,0.06827956989247312,0.971073695864486,0.8754301075268818,8
stage2,5,10,0.0,cosine,42,50,5.0,leaf,0.2,euclidean,ok,完成,59,0.2918458781362007,3257,410,401,410,0.036738351254480286,0.10349462365591398,0.9608889191063956,0.8807258064516128,9
stage2,5,10,0.0,cosine,123,50,5.0,leaf,0.2,euclidean,ok,完成,70,0.29731182795698924,3318,311,304,311,0.027867383512544804,0.08172043010752689,0.9642729779158756,0.8861021505376343,9
stage2,5,10,0.0,cosine,2026,50,5.0,leaf,0.2,euclidean,ok,完成,64,0.26881720430107525,3000,377,308,377,0.033781362007168456,0.08602150537634409,0.9635746848873189,0.8920161290322581,9
stage2,5,10,0.0,cosine,3407,50,5.0,leaf,0.2,euclidean,ok,完成,62,0.29345878136200715,3275,359,344,359,0.03216845878136201,0.09372759856630825,0.9594678602934624,0.8835663082437277,9
stage2,5,10,0.0,cosine,20240603,50,5.0,leaf,0.2,euclidean,ok,完成,62,0.2775089605734767,3097,442,362,442,0.03960573476702509,0.10421146953405018,0.947749721376626,0.8840232974910394,9
stage2,5,5,0.0,cosine,42,50,5.0,leaf,0.2,euclidean,ok,完成,61,0.28593189964157706,3191,445,411,445,0.039874551971326166,0.10958781362007168,0.9533122626973656,0.8803405017921146,10
stage2,5,5,0.0,cosine,123,50,5.0,leaf,0.2,euclidean,ok,完成,66,0.3253584229390681,3631,464,425,464,0.04157706093189964,0.10528673835125447,0.9549482748664536,0.868862007168459,10
stage2,5,5,0.0,cosine,2026,50,5.0,leaf,0.2,euclidean,ok,完成,63,0.26810035842293906,2992,708,359,708,0.06344086021505377,0.12016129032258065,0.9473441442407019,0.876505376344086,10
stage2,5,5,0.0,cosine,3407,50,5.0,leaf,0.2,euclidean,ok,完成,63,0.27508960573476704,3070,510,435,510,0.0456989247311828,0.12159498207885305,0.9483183686728233,0.8794444444444445,10
stage2,5,5,0.0,cosine,20240603,50,5.0,leaf,0.2,euclidean,ok,完成,62,0.28055555555555556,3131,391,355,391,0.03503584229390681,0.0982078853046595,0.9518752895077786,0.8856810035842295,10
