stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,status,note,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,stability_rank
stage2,5,15,0.0,cosine,42,50,5.0,leaf,0.2,euclidean,ok,完成,66,0.2887096774193548,3222,362,323,362,0.03243727598566308,0.08906810035842294,0.9660013584805128,0.88584229390681,1
stage2,5,15,0.0,cosine,123,50,5.0,leaf,0.2,euclidean,ok,完成,66,0.3209677419354839,3582,421,295,421,0.03772401433691756,0.09032258064516129,0.9679049304961996,0.8743279569892473,1
stage2,5,15,0.0,cosine,2026,50,5.0,leaf,0.2,euclidean,ok,完成,62,0.31971326164874553,3568,539,355,539,0.04829749103942652,0.11164874551971327,0.9517213217258361,0.8672670250896057,1
stage2,5,15,0.0,cosine,3407,50,5.0,leaf,0.2,euclidean,ok,完成,65,0.26872759856630823,2999,458,335,458,0.04103942652329749,0.09883512544802868,0.9567679138503011,0.8873028673835126,1
stage2,5,15,0.0,cosine,20240603,50,5.0,leaf,0.2,euclidean,ok,完成,66,0.28127240143369175,3139,375,330,375,0.033602150537634407,0.09211469534050179,0.953967801670309,0.8871146953405018,1
stage2,5,15,0.0,cosine,42,50,5.0,eom,0.2,euclidean,ok,完成,63,0.27114695340501793,3026,505,323,505,0.04525089605734767,0.10188172043010753,0.9594089114272504,0.8847043010752689,2
stage2,5,15,0.0,cosine,123,50,5.0,eom,0.2,euclidean,ok,完成,65,0.28664874551971326,3199,613,421,613,0.05492831541218638,0.11908602150537634,0.9541422993776292,0.8737096774193549,2
stage2,5,15,0.0,cosine,2026,50,5.0,eom,0.2,euclidean,ok,完成,59,0.296415770609319,3308,545,539,545,0.04883512544802868,0.1289426523297491,0.9460308930509759,0.8706362007168458,2
stage2,5,15,0.0,cosine,3407,50,5.0,eom,0.2,euclidean,ok,完成,61,0.23100358422939068,2578,650,554,650,0.05824372759856631,0.1489247311827957,0.9378436246350594,0.8834408602150536,2
stage2,5,15,0.0,cosine,20240603,50,5.0,eom,0.2,euclidean,ok,完成,62,0.2453405017921147,2738,529,504,529,0.04740143369175627,0.12616487455197134,0.9390847160520854,0.8869444444444445,2
stage2,5,15,0.0,cosine,42,50,5.0,eom,0.05,euclidean,ok,完成,65,0.278494623655914,3108,505,323,505,0.04525089605734767,0.09991039426523297,0.9628723339186807,0.882894265232975,3
stage2,5,15,0.0,cosine,123,50,5.0,eom,0.05,euclidean,ok,完成,66,0.29740143369175626,3319,613,421,613,0.05492831541218638,0.11881720430107527,0.9558144751349825,0.8705376344086022,3
stage2,5,15,0.0,cosine,2026,50,5.0,eom,0.05,euclidean,ok,完成,60,0.3062724014336918,3418,545,355,545,0.04883512544802868,0.10761648745519713,0.9550193421356274,0.8719444444444444,3
stage2,5,15,0.0,cosine,3407,50,5.0,eom,0.05,euclidean,ok,完成,62,0.2371863799283154,2647,650,554,650,0.05824372759856631,0.1489247311827957,0.9379786200951071,0.8815860215053763,3
stage2,5,15,0.0,cosine,20240603,50,5.0,eom,0.05,euclidean,ok,完成,64,0.2593189964157706,2894,529,504,529,0.04740143369175627,0.12616487455197134,0.9420004693575841,0.8827508960573476,3
stage2,5,15,0.0,cosine,42,50,5.0,eom,0.1,euclidean,ok,完成,65,0.278494623655914,3108,505,323,505,0.04525089605734767,0.09991039426523297,0.9628723339186807,0.882894265232975,4
stage2,5,15,0.0,cosine,123,50,5.0,eom,0.1,euclidean,ok,完成,66,0.29740143369175626,3319,613,421,613,0.05492831541218638,0.11881720430107527,0.9558144751349825,0.8705376344086022,4
stage2,5,15,0.0,cosine,2026,50,5.0,eom,0.1,euclidean,ok,完成,60,0.3062724014336918,3418,545,355,545,0.04883512544802868,0.10761648745519713,0.9550193421356274,0.8719444444444444,4
stage2,5,15,0.0,cosine,3407,50,5.0,eom,0.1,euclidean,ok,完成,62,0.2371863799283154,2647,650,554,650,0.05824372759856631,0.1489247311827957,0.9379786200951071,0.8815860215053763,4
stage2,5,15,0.0,cosine,20240603,50,5.0,eom,0.1,euclidean,ok,完成,64,0.2593189964157706,2894,529,504,529,0.04740143369175627,0.12616487455197134,0.9420004693575841,0.8827508960573476,4
stage2,5,15,0.0,cosine,42,50,5.0,eom,0.0,euclidean,ok,完成,65,0.278494623655914,3108,505,323,505,0.04525089605734767,0.09991039426523297,0.9628723339186807,0.882894265232975,5
