selection_label,selection_reason,stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,status,note,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score
lowest_noise,最低 noise_ratio，並以較低 largest_topic_ratio 與較高 n_clusters 作為 tie-break。,stage2,5,5,0.0,cosine,42,200,10.0,eom,0.0,euclidean,ok,完成,2,0.0021505376344086,24,10921,215,10921,0.978584229390681,0.9978494623655914,0.1375302699140421,0.3222096774193548
most_topics,在可接受 noise_ratio 下保留最多有效主題。,stage2,5,5,0.0,cosine,42,50,5.0,leaf,0.0,euclidean,ok,完成,73,0.3485663082437276,3890,253,251,253,0.0226702508960573,0.0649641577060931,0.9767885596875242,0.8756362007168459
best_balance,符合指定最佳平衡條件後取最高 balance_score。,stage2,5,15,0.0,cosine,42,50,5.0,leaf,0.2,euclidean,ok,完成,66,0.2887096774193548,3222,362,323,362,0.032437275985663,0.0890681003584229,0.9660013584805128,0.88584229390681
