stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,status,note,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score
stage2,5,15,0.0,cosine,42,50,,eom,0.0,euclidean,ok,完成,39,0.43010752688172044,4800,525,387,525,0.04704301075268817,0.11146953405017922,0.9544621259198977,0.8345609318996414
stage2,5,15,0.0,cosine,42,50,,eom,0.05,euclidean,ok,完成,39,0.43010752688172044,4800,525,387,525,0.04704301075268817,0.11146953405017922,0.9544621259198977,0.8345609318996414
stage2,5,15,0.0,cosine,42,50,,eom,0.1,euclidean,ok,完成,39,0.43010752688172044,4800,525,387,525,0.04704301075268817,0.11146953405017922,0.9544621259198977,0.8345609318996414
stage2,5,15,0.0,cosine,42,50,,eom,0.2,euclidean,ok,完成,39,0.43010752688172044,4800,525,387,525,0.04704301075268817,0.11146953405017922,0.9544621259198977,0.8345609318996414
stage2,5,15,0.0,cosine,42,50,,leaf,0.0,euclidean,ok,完成,42,0.4615591397849462,5151,387,314,387,0.03467741935483871,0.08772401433691757,0.9614993006336642,0.833584229390681
stage2,5,15,0.0,cosine,42,50,,leaf,0.05,euclidean,ok,完成,42,0.4615591397849462,5151,387,314,387,0.03467741935483871,0.08772401433691757,0.9614993006336642,0.833584229390681
stage2,5,15,0.0,cosine,42,50,,leaf,0.1,euclidean,ok,完成,42,0.4615591397849462,5151,387,314,387,0.03467741935483871,0.08772401433691757,0.9614993006336642,0.833584229390681
stage2,5,15,0.0,cosine,42,50,,leaf,0.2,euclidean,ok,完成,42,0.4615591397849462,5151,387,314,387,0.03467741935483871,0.08772401433691757,0.9614993006336642,0.833584229390681
stage2,5,15,0.0,cosine,42,50,5.0,eom,0.0,euclidean,ok,完成,65,0.278494623655914,3108,505,323,505,0.04525089605734767,0.09991039426523297,0.9628723339186807,0.882894265232975
stage2,5,15,0.0,cosine,42,50,5.0,eom,0.05,euclidean,ok,完成,65,0.278494623655914,3108,505,323,505,0.04525089605734767,0.09991039426523297,0.9628723339186807,0.882894265232975
stage2,5,15,0.0,cosine,42,50,5.0,eom,0.1,euclidean,ok,完成,65,0.278494623655914,3108,505,323,505,0.04525089605734767,0.09991039426523297,0.9628723339186807,0.882894265232975
stage2,5,15,0.0,cosine,42,50,5.0,eom,0.2,euclidean,ok,完成,63,0.27114695340501793,3026,505,323,505,0.04525089605734767,0.10188172043010753,0.9594089114272504,0.8847043010752689
