stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,status,note
stage2,5,5,0.05,cosine,42,50,30,eom,0.0,euclidean,3,0.0023755139333028782,26,50,74,10795,0.9862951119232526,0.9976244860666971,0.0635371370146575,0.32787391502969393,ok,完成
stage2,5,5,0.05,cosine,42,50,30,eom,0.05,euclidean,3,0.0023755139333028782,26,50,74,10795,0.9862951119232526,0.9976244860666971,0.0635371370146575,0.32787391502969393,ok,完成
stage2,5,5,0.05,cosine,42,50,30,eom,0.1,euclidean,3,0.0023755139333028782,26,50,74,10795,0.9862951119232526,0.9976244860666971,0.0635371370146575,0.32787391502969393,ok,完成
stage2,5,5,0.05,cosine,42,50,30,eom,0.2,euclidean,3,0.0023755139333028782,26,50,74,10795,0.9862951119232526,0.9976244860666971,0.0635371370146575,0.32787391502969393,ok,完成
stage2,5,5,0.05,cosine,42,50,30,leaf,0.0,euclidean,35,0.4823206943809959,5279,50,74,556,0.05079945180447693,0.13467336683417086,0.9284712297315015,0.813129282777524,ok,完成
stage2,5,5,0.05,cosine,42,50,30,leaf,0.05,euclidean,35,0.4823206943809959,5279,50,74,556,0.05079945180447693,0.13467336683417086,0.9284712297315015,0.813129282777524,ok,完成
stage2,5,5,0.05,cosine,42,50,30,leaf,0.1,euclidean,35,0.4823206943809959,5279,50,74,556,0.05079945180447693,0.13467336683417086,0.9284712297315015,0.813129282777524,ok,完成
stage2,5,5,0.05,cosine,42,50,30,leaf,0.2,euclidean,35,0.4823206943809959,5279,50,74,556,0.05079945180447693,0.13467336683417086,0.9284712297315015,0.813129282777524,ok,完成
stage2,5,5,0.05,cosine,42,50,50,eom,0.0,euclidean,2,0.006943809958885336,76,74,10795,10795,0.9862951119232526,0.9930561900411147,0.058798653611782666,0.3194170854271357,ok,完成
stage2,5,5,0.05,cosine,42,50,50,eom,0.05,euclidean,2,0.006943809958885336,76,74,10795,10795,0.9862951119232526,0.9930561900411147,0.058798653611782666,0.3194170854271357,ok,完成
stage2,5,5,0.05,cosine,42,50,50,eom,0.1,euclidean,2,0.006943809958885336,76,74,10795,10795,0.9862951119232526,0.9930561900411147,0.058798653611782666,0.3194170854271357,ok,完成
stage2,5,5,0.05,cosine,42,50,50,eom,0.2,euclidean,2,0.006943809958885336,76,74,10795,10795,0.9862951119232526,0.9930561900411147,0.058798653611782666,0.3194170854271357,ok,完成
stage2,5,5,0.05,cosine,42,50,50,leaf,0.0,euclidean,32,0.540886249428963,5920,74,70,551,0.05034262220191869,0.1345820009136592,0.9165036598146855,0.7957149383280038,ok,完成
stage2,5,5,0.05,cosine,42,50,50,leaf,0.05,euclidean,32,0.540886249428963,5920,74,70,551,0.05034262220191869,0.1345820009136592,0.9165036598146855,0.7957149383280038,ok,完成
stage2,5,5,0.05,cosine,42,50,50,leaf,0.1,euclidean,32,0.540886249428963,5920,74,70,551,0.05034262220191869,0.1345820009136592,0.9165036598146855,0.7957149383280038,ok,完成
stage2,5,5,0.05,cosine,42,50,50,leaf,0.2,euclidean,32,0.540886249428963,5920,74,70,551,0.05034262220191869,0.1345820009136592,0.9165036598146855,0.7957149383280038,ok,完成
stage2,5,5,0.05,cosine,42,50,75,eom,0.0,euclidean,14,0.3620831429876656,3963,120,62,3091,0.28241206030150756,0.3920511649154865,0.7478306861055467,0.6402412060301508,ok,完成
stage2,5,5,0.05,cosine,42,50,75,eom,0.05,euclidean,14,0.3620831429876656,3963,120,62,3091,0.28241206030150756,0.3920511649154865,0.7478306861055467,0.6402412060301508,ok,完成
stage2,5,5,0.05,cosine,42,50,75,eom,0.1,euclidean,14,0.3620831429876656,3963,120,62,3091,0.28241206030150756,0.3920511649154865,0.7478306861055467,0.6402412060301508,ok,完成
stage2,5,5,0.05,cosine,42,50,75,eom,0.2,euclidean,14,0.3620831429876656,3963,120,62,3091,0.28241206030150756,0.3920511649154865,0.7478306861055467,0.6402412060301508,ok,完成
stage2,5,5,0.05,cosine,42,50,75,leaf,0.0,euclidean,22,0.59113750571037,6470,120,62,611,0.055824577432617636,0.14673366834170853,0.9079257771987476,0.7525646413887621,ok,完成
stage2,5,5,0.05,cosine,42,50,75,leaf,0.05,euclidean,22,0.59113750571037,6470,120,62,611,0.055824577432617636,0.14673366834170853,0.9079257771987476,0.7525646413887621,ok,完成
stage2,5,5,0.05,cosine,42,50,75,leaf,0.1,euclidean,22,0.59113750571037,6470,120,62,611,0.055824577432617636,0.14673366834170853,0.9079257771987476,0.7525646413887621,ok,完成
stage2,5,5,0.05,cosine,42,50,75,leaf,0.2,euclidean,22,0.59113750571037,6470,120,62,611,0.055824577432617636,0.14673366834170853,0.9079257771987476,0.7525646413887621,ok,完成
stage2,5,5,0.05,cosine,42,50,100,eom,0.0,euclidean,11,0.3864778437642759,4230,96,495,2960,0.2704431247144815,0.39287345820009134,0.7754108171589914,0.6123490178163545,ok,完成
stage2,5,5,0.05,cosine,42,50,100,eom,0.05,euclidean,11,0.3864778437642759,4230,96,495,2960,0.2704431247144815,0.39287345820009134,0.7754108171589914,0.6123490178163545,ok,完成
stage2,5,5,0.05,cosine,42,50,100,eom,0.1,euclidean,11,0.3864778437642759,4230,96,495,2960,0.2704431247144815,0.39287345820009134,0.7754108171589914,0.6123490178163545,ok,完成
stage2,5,5,0.05,cosine,42,50,100,eom,0.2,euclidean,11,0.3864778437642759,4230,96,495,2960,0.2704431247144815,0.39287345820009134,0.7754108171589914,0.6123490178163545,ok,完成
stage2,5,5,0.05,cosine,42,50,100,leaf,0.0,euclidean,18,0.6214709913202375,6802,96,495,670,0.06121516674280494,0.15230698949291915,0.8908183758311314,0.7087327546825034,ok,完成
stage2,5,5,0.05,cosine,42,50,100,leaf,0.05,euclidean,18,0.6214709913202375,6802,96,495,670,0.06121516674280494,0.15230698949291915,0.8908183758311314,0.7087327546825034,ok,完成
stage2,5,5,0.05,cosine,42,50,100,leaf,0.1,euclidean,18,0.6214709913202375,6802,96,495,670,0.06121516674280494,0.15230698949291915,0.8908183758311314,0.7087327546825034,ok,完成
stage2,5,5,0.05,cosine,42,50,100,leaf,0.2,euclidean,18,0.6214709913202375,6802,96,495,670,0.06121516674280494,0.15230698949291915,0.8908183758311314,0.7087327546825034,ok,完成
stage2,5,5,0.05,cosine,42,75,,eom,0.0,euclidean,12,0.3329374143444495,3644,120,85,3091,0.28241206030150756,0.45326633165829144,0.7483156813974071,0.6207418912745546,ok,完成
stage2,5,5,0.05,cosine,42,75,,eom,0.05,euclidean,12,0.3329374143444495,3644,120,85,3091,0.28241206030150756,0.45326633165829144,0.7483156813974071,0.6207418912745546,ok,完成
stage2,5,5,0.05,cosine,42,75,,eom,0.1,euclidean,12,0.3329374143444495,3644,120,85,3091,0.28241206030150756,0.45326633165829144,0.7483156813974071,0.6207418912745546,ok,完成
stage2,5,5,0.05,cosine,42,75,,eom,0.2,euclidean,12,0.3329374143444495,3644,120,85,3091,0.28241206030150756,0.45326633165829144,0.7483156813974071,0.6207418912745546,ok,完成
stage2,5,5,0.05,cosine,42,75,,leaf,0.0,euclidean,19,0.5983554134307904,6549,120,85,611,0.055824577432617636,0.14673366834170853,0.9122406465292733,0.726399269072636,ok,完成
stage2,5,5,0.05,cosine,42,75,,leaf,0.05,euclidean,19,0.5983554134307904,6549,120,85,611,0.055824577432617636,0.14673366834170853,0.9122406465292733,0.726399269072636,ok,完成
stage2,5,5,0.05,cosine,42,75,,leaf,0.1,euclidean,19,0.5983554134307904,6549,120,85,611,0.055824577432617636,0.14673366834170853,0.9122406465292733,0.726399269072636,ok,完成
stage2,5,5,0.05,cosine,42,75,,leaf,0.2,euclidean,19,0.5983554134307904,6549,120,85,611,0.055824577432617636,0.14673366834170853,0.9122406465292733,0.726399269072636,ok,完成
stage2,5,5,0.05,cosine,42,75,5,eom,0.0,euclidean,31,0.3172224760164459,3472,75,85,818,0.074737322978529,0.1924166285975331,0.9212673955033304,0.843928734582001,ok,完成
stage2,5,5,0.05,cosine,42,75,5,eom,0.05,euclidean,31,0.3172224760164459,3472,75,85,818,0.074737322978529,0.1924166285975331,0.9212673955033304,0.843928734582001,ok,完成
stage2,5,5,0.05,cosine,42,75,5,eom,0.1,euclidean,31,0.3172224760164459,3472,75,85,818,0.074737322978529,0.1924166285975331,0.9212673955033304,0.843928734582001,ok,完成
stage2,5,5,0.05,cosine,42,75,5,eom,0.2,euclidean,31,0.3172224760164459,3472,75,85,818,0.074737322978529,0.1924166285975331,0.9212673955033304,0.843928734582001,ok,完成
stage2,5,5,0.05,cosine,42,75,5,leaf,0.0,euclidean,37,0.4283234353586112,4688,75,85,509,0.04650525354042942,0.12087711283691183,0.9561422550356412,0.8333759707629054,ok,完成
