selection_label,report,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,llm30_status,llm30_topics,llm30_stable_topics,representation_errors,llm_topic_label_errors
M02-8New,M02-8New-set.md,24,0.240301724137931,2676,4697,876,4697,0.4217852011494253,0.5561242816091954,0.5979912248201503,0.682149066091954,ok,24,20,40,1
