n_topics_without_noise,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,report,llm_topic_naming
5,0.05590137922616868,458,6972,224,6972,0.8509703405346027,0.9027218357134139,0.28464654649915355,0.38739411692908576,06.17_T02-1(orig_08-17_tp-X).md,not_used
