n_topics_without_noise,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,report,llm_topic_naming
9,0.31504702194357365,3216,4130,1008,4130,0.4045846394984326,0.5471199059561128,0.6554672527644418,0.5466865203761755,06.17_T02-3(orig_08-18_tp-X).md,not_used
