representation_model,topic,words,weighted_words
default,-1,"new, drive, car, mercedes, available, connect, electric, driving, hybrid, design","[[""new"", 0.021126472460674388], [""drive"", 0.01956970559738872], [""car"", 0.019195649077671136], [""mercedes"", 0.017251082246788167], [""available"", 0.01555631146036066], [""connect"", 0.013834108738930206], [""electric"", 0.01305802453822501], [""driving"", 0.012650293085795117], [""hybrid"", 0.012642505559985018], [""design"", 0.012441332295779893]]"
default,0,"car, kia, driving, assist, vehicle, ev6, electric, steering, new, parking","[[""car"", 0.03288998182885787], [""kia"", 0.025646705103647267], [""driving"", 0.022777239954844083], [""assist"", 0.019811508083550228], [""vehicle"", 0.019710264910849325], [""ev6"", 0.019089387336830164], [""electric"", 0.018429010880801462], [""steering"", 0.017540200592205023], [""new"", 0.01617381959617916], [""parking"", 0.016073260388009856]]"
default,1,"led, interior, light, black, rear, air, design, lighting, roof, look","[[""led"", 0.039408901305579565], [""interior"", 0.033572520379348554], [""light"", 0.0325916330605683], [""black"", 0.032524610186893156], [""rear"", 0.029816968293608914], [""air"", 0.029491276008757606], [""design"", 0.0287852624545573], [""lighting"", 0.028042543284218804], [""roof"", 0.02644882699973848], [""look"", 0.02518148662544812]]"
default,2,"charging, charge, range, battery, level, minutes, fast, home, plug, route","[[""charging"", 0.12841659103665062], [""charge"", 0.09469248360111547], [""range"", 0.05477015400073815], [""battery"", 0.054012498438826245], [""level"", 0.03676350366793212], [""minutes"", 0.03411586161838687], [""fast"", 0.032306801821468445], [""home"", 0.031085939106607226], [""plug"", 0.027533429128959362], [""route"", 0.02716653623614433]]"
default,3,"product, world, excited, new, hello, products, created, customer, future, customers","[[""product"", 0.036784963180193773], [""world"", 0.03230084484527536], [""excited"", 0.032126865758677535], [""new"", 0.02878442092518603], [""hello"", 0.028633645911463758], [""products"", 0.026947439612792508], [""created"", 0.025865792927084387], [""customer"", 0.02581434047429514], [""future"", 0.025228383204930878], [""customers"", 0.025059928002031728]]"
default,4,"seats, seat, space, heated, rear seats, rear, comfort, cargo, cubic feet, cubic","[[""seats"", 0.10517813301926479], [""seat"", 0.07078706424809351], [""space"", 0.052723765189121356], [""heated"", 0.05191472023534735], [""rear seats"", 0.04175104363525], [""rear"", 0.04008098491791491], [""comfort"", 0.0359418491056504], [""cargo"", 0.03497398660315818], [""cubic feet"", 0.032226340646115466], [""cubic"", 0.032226340646115466]]"
default,5,"prius, highlander, prius prime, hybrid, prime, toyota, drive, grand highlander, efficiency, grand","[[""prius"", 0.12005836234598079], [""highlander"", 0.06410014660262162], [""prius prime"", 0.04163774365252205], [""hybrid"", 0.03774343541021399], [""prime"", 0.03670898206955233], [""toyota"", 0.03629802959625758], [""drive"", 0.02449427212233564], [""grand highlander"", 0.022267888903147202], [""efficiency"", 0.018892186236389726], [""grand"", 0.018111860307588306]]"
default,6,"amg, eqs, eqe, mercedes, sl, new, eq, new eqs, mercedes eq, electric","[[""amg"", 0.1270377128601276], [""eqs"", 0.12254745551528924], [""eqe"", 0.07098191196321268], [""mercedes"", 0.06030942063989144], [""sl"", 0.04685399812125266], [""new"", 0.043523289447400075], [""eq"", 0.03709164043663434], [""new eqs"", 0.034548458568053775], [""mercedes eq"", 0.029941997425646606], [""electric"", 0.025826028044718046]]"
default,7,"rav4, rav4 prime, prime, standard, hybrid, available, toyota, multimedia, audio, audio multimedia","[[""rav4"", 0.10376001387202613], [""rav4 prime"", 0.04263730662248996], [""prime"", 0.0365460514274065], [""standard"", 0.035144504645600594], [""hybrid"", 0.03360827037752077], [""available"", 0.032611106382642883], [""toyota"", 0.0320807377140988], [""multimedia"", 0.02554966718358541], [""audio"", 0.025270238930440295], [""audio multimedia"", 0.023390455300595824]]"
default,8,"ioniq, hyundai, charging, fast, electric, new, fast charging, ultra fast, platform, egmp","[[""ioniq"", 0.18716082953854585], [""hyundai"", 0.06746213597316923], [""charging"", 0.046553142451004226], [""fast"", 0.02951361269349448], [""electric"", 0.02702609866247261], [""new"", 0.026913372510886623], [""fast charging"", 0.023248847417858896], [""ultra fast"", 0.022832468088069425], [""platform"", 0.020806497090595726], [""egmp"", 0.020297875662876774]]"
