stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,status,note,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,stability_rank
stage2,5,5,0.0,cosine,3407,50,5.0,eom,0.0,euclidean,ok,完成,52,0.3496083075241392,3838,72,85,546,0.04973583530697759,0.1377300054654764,0.9435208769762982,0.8676443796684277,3
stage2,5,5,0.0,cosine,20240603,50,5.0,eom,0.0,euclidean,ok,完成,43,0.30132993259245766,3308,70,92,932,0.08489706686099471,0.17571506649662963,0.9168141132128865,0.8598105301512116,3
stage2,5,5,0.0,cosine,42,50,5.0,eom,0.05,euclidean,ok,完成,44,0.3059755875387138,3359,72,70,690,0.06285297868464201,0.17325560211331753,0.9240877939515035,0.8668564401530334,4
stage2,5,5,0.0,cosine,123,50,5.0,eom,0.05,euclidean,ok,完成,54,0.34587356531244307,3797,68,72,592,0.053926033885953725,0.1437420295135726,0.9336118741329821,0.865909090909091,4
stage2,5,5,0.0,cosine,2026,50,5.0,eom,0.05,euclidean,ok,完成,45,0.29568227363818544,3246,69,64,1134,0.1032975040991073,0.2063217343778466,0.9041133661845864,0.8486609582801967,4
stage2,5,5,0.0,cosine,3407,50,5.0,eom,0.05,euclidean,ok,完成,52,0.3496083075241392,3838,72,85,546,0.04973583530697759,0.1377300054654764,0.9435208769762982,0.8676443796684277,4
stage2,5,5,0.0,cosine,20240603,50,5.0,eom,0.05,euclidean,ok,完成,43,0.30132993259245766,3308,70,92,932,0.08489706686099471,0.17571506649662963,0.9168141132128865,0.8598105301512116,4
stage2,5,5,0.0,cosine,42,50,5.0,eom,0.1,euclidean,ok,完成,44,0.3059755875387138,3359,72,70,690,0.06285297868464201,0.17325560211331753,0.9240877939515035,0.8668564401530334,5
stage2,5,5,0.0,cosine,123,50,5.0,eom,0.1,euclidean,ok,完成,54,0.34587356531244307,3797,68,72,592,0.053926033885953725,0.1437420295135726,0.9336118741329821,0.865909090909091,5
stage2,5,5,0.0,cosine,2026,50,5.0,eom,0.1,euclidean,ok,完成,45,0.29568227363818544,3246,69,64,1134,0.1032975040991073,0.2063217343778466,0.9041133661845864,0.8486609582801967,5
stage2,5,5,0.0,cosine,3407,50,5.0,eom,0.1,euclidean,ok,完成,52,0.3496083075241392,3838,72,85,546,0.04973583530697759,0.1377300054654764,0.9435208769762982,0.8676443796684277,5
stage2,5,5,0.0,cosine,20240603,50,5.0,eom,0.1,euclidean,ok,完成,43,0.30132993259245766,3308,70,92,932,0.08489706686099471,0.17571506649662963,0.9168141132128865,0.8598105301512116,5
stage2,5,5,0.0,cosine,42,50,5.0,leaf,0.1,euclidean,ok,完成,57,0.4427035889961742,4860,72,70,276,0.025141191473856805,0.0720531973036983,0.9741114622979521,0.8661140462743668,6
stage2,5,5,0.0,cosine,123,50,5.0,leaf,0.1,euclidean,ok,完成,63,0.4182911277099654,4592,68,72,360,0.03279285844416105,0.06959373292038623,0.97439321457149,0.870030971032975,6
stage2,5,5,0.0,cosine,2026,50,5.0,leaf,0.1,euclidean,ok,完成,58,0.4110949171069412,4513,69,64,308,0.028056112224448898,0.07332847513208235,0.9704842958176004,0.8727409364182912,6
stage2,5,5,0.0,cosine,3407,50,5.0,leaf,0.1,euclidean,ok,完成,62,0.44124612862087814,4844,72,85,273,0.024867917653488794,0.06932045910001822,0.9741928358491281,0.8671206048460558,6
stage2,5,5,0.0,cosine,20240603,50,5.0,leaf,0.1,euclidean,ok,完成,60,0.43887775551102204,4818,70,92,295,0.02687192566952086,0.07423938786664237,0.9716963045143804,0.8660275095645837,6
stage2,5,5,0.0,cosine,42,50,5.0,leaf,0.05,euclidean,ok,完成,57,0.4427035889961742,4860,72,70,276,0.025141191473856805,0.0720531973036983,0.9741114622979521,0.8661140462743668,7
stage2,5,5,0.0,cosine,123,50,5.0,leaf,0.05,euclidean,ok,完成,63,0.4182911277099654,4592,68,72,360,0.03279285844416105,0.06959373292038623,0.97439321457149,0.870030971032975,7
stage2,5,5,0.0,cosine,2026,50,5.0,leaf,0.05,euclidean,ok,完成,58,0.4110949171069412,4513,69,64,308,0.028056112224448898,0.07332847513208235,0.9704842958176004,0.8727409364182912,7
stage2,5,5,0.0,cosine,3407,50,5.0,leaf,0.05,euclidean,ok,完成,62,0.44124612862087814,4844,72,85,273,0.024867917653488794,0.06932045910001822,0.9741928358491281,0.8671206048460558,7
stage2,5,5,0.0,cosine,20240603,50,5.0,leaf,0.05,euclidean,ok,完成,60,0.43887775551102204,4818,70,92,295,0.02687192566952086,0.07423938786664237,0.9716963045143804,0.8660275095645837,7
stage2,5,5,0.0,cosine,42,50,5.0,leaf,0.0,euclidean,ok,完成,57,0.4427035889961742,4860,72,70,276,0.025141191473856805,0.0720531973036983,0.9741114622979521,0.8661140462743668,8
