selection_label,selection_reason,stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,status,note,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score
lowest_noise,最低 noise_ratio，並以較低 largest_topic_ratio 與較高 n_clusters 作為 tie-break。,stage2,75,10,0.0,cosine,42,50,5.0,eom,0.0,euclidean,ok,完成,2,0.0,0,63,10915,10915,0.9942612497722718,1.0,0.0509807337850388,0.2680085625797049
most_topics,在可接受 noise_ratio 下保留最多有效主題。,stage2,5,5,0.0,cosine,42,50,5.0,leaf,0.0,euclidean,ok,完成,57,0.4427035889961742,4860,72,70,276,0.0251411914738568,0.0720531973036983,0.974111462297952,0.8661140462743668
best_balance,符合原始平衡條件後取最高 balance_score。,stage2,5,5,0.0,cosine,42,50,5.0,eom,0.2,euclidean,ok,完成,40,0.2838404080889051,3116,72,70,690,0.062852978684642,0.1732556021133175,0.922469939866663,0.8723902350154855
