representation_model,topic,words,weighted_words
MMR,-1,"car, new, drive","[[""car"", 0.012675053085409494], [""new"", 0.011817480626060936], [""drive"", 0.010816207629565172]]"
MMR,0,"car, new, vehicle, driving","[[""car"", 0.020379180080828802], [""new"", 0.014983654091340393], [""vehicle"", 0.010470700041763934], [""driving"", 0.010366483767078714]]"
MMR,1,filtered_topic_terms_unavailable,"[[""filtered_topic_terms_unavailable"", 0.0]]"
MMR,2,"charging, charge, battery, range, fast, charger, volt, kilowatt","[[""charging"", 0.07167226199347147], [""charge"", 0.04684453746115027], [""battery"", 0.03820375777749608], [""range"", 0.026859828535426476], [""fast"", 0.020931739094126624], [""charger"", 0.01948870336093071], [""volt"", 0.014968020478457026], [""kilowatt"", 0.014251821565425723]]"
MMR,3,"interior, design, beautiful, modern, materials, designers, look","[[""interior"", 0.05223769815898572], [""design"", 0.037475540453198904], [""beautiful"", 0.015202051510848249], [""modern"", 0.014454763908860163], [""materials"", 0.013877887577449958], [""designers"", 0.012741601500506024], [""look"", 0.012597353197778103]]"
MMR,4,"seats, seat, cargo, rear, passengers, row, fold, comfortable, trunk, seating","[[""seats"", 0.08301881409756896], [""seat"", 0.05034325766261998], [""cargo"", 0.02817288299312924], [""rear"", 0.028111939832396023], [""passengers"", 0.017972312910696543], [""row"", 0.017052170134017726], [""fold"", 0.016531622206893925], [""comfortable"", 0.016436902970124404], [""trunk"", 0.0163765757691712], [""seating"", 0.01601992591419311]]"
MMR,5,"display, navigation, screen, touchscreen, information, console, digital, interface","[[""display"", 0.0650012530462511], [""navigation"", 0.03766473132388182], [""screen"", 0.037100999720593116], [""touchscreen"", 0.03430887785625285], [""information"", 0.0233460083960438], [""console"", 0.020556116922905907], [""digital"", 0.019728526555392468], [""interface"", 0.015637061492857256]]"
MMR,6,"horsepower, engine, torque, liter, motor, cylinder, electric, transmission, turbo, v6","[[""horsepower"", 0.0846624171138881], [""engine"", 0.06500447494299995], [""torque"", 0.06268246507333618], [""liter"", 0.048483739187174614], [""motor"", 0.03143772111584289], [""cylinder"", 0.03039043554681789], [""electric"", 0.027793346318588395], [""transmission"", 0.02147819851039606], [""turbo"", 0.020640007544384505], [""v6"", 0.01775809366234091]]"
MMR,7,"ioniq, hyundai, charging, electric, assist, egmp, mirai, avoidance, ev, features","[[""ioniq"", 0.15116084142631422], [""hyundai"", 0.054861465324710326], [""charging"", 0.026999531973544436], [""electric"", 0.020492001526931838], [""assist"", 0.017985399732084385], [""egmp"", 0.015626280724372218], [""mirai"", 0.014340014160256903], [""avoidance"", 0.014339975989173281], [""ev"", 0.01396344528168123], [""features"", 0.01376320770312242]]"
MMR,8,"rav4, hybrid, prime, trd, toyota, standard, safety, woodland, seats","[[""rav4"", 0.1514708550112441], [""hybrid"", 0.049524474391448435], [""prime"", 0.04851773661384984], [""trd"", 0.04051621303211627], [""toyota"", 0.02671063028761458], [""standard"", 0.02463964563717591], [""safety"", 0.017626526153262486], [""woodland"", 0.017399960315339125], [""seats"", 0.01556108238406196]]"
MMR,9,"prius, prime, hybrid, toyota, efficiency, fuel, drive, le, estimated","[[""prius"", 0.19670993886733232], [""prime"", 0.05435766968149855], [""hybrid"", 0.03598475570461208], [""toyota"", 0.022776437369522225], [""efficiency"", 0.02167057504496972], [""fuel"", 0.017394424807746767], [""drive"", 0.0170687191582027], [""le"", 0.014760896614310804], [""estimated"", 0.01457551959200376]]"
MMR,10,"camry, toyota, safety, trd, drive, prius, convenience, standard","[[""camry"", 0.14199484710076377], [""toyota"", 0.060119078804008734], [""safety"", 0.03872839304673968], [""trd"", 0.028098393887043955], [""drive"", 0.020283776456871207], [""prius"", 0.018577782141096347], [""convenience"", 0.0168017503603549], [""standard"", 0.015379053837573115]]"
MMR,11,"mustang, mach, mustangs, vehicle, electric","[[""mustang"", 0.16453219948290795], [""mach"", 0.06812758052164077], [""mustangs"", 0.020215629402641034], [""vehicle"", 0.015273393513396058], [""electric"", 0.015074894942081609]]"
MMR,12,"crown, toyota, japan, platinum, sedan, performance, comfort, development, standard, flagship","[[""crown"", 0.19378353900456607], [""toyota"", 0.0756272496626025], [""japan"", 0.03024888835614158], [""platinum"", 0.028928044142136098], [""sedan"", 0.02391513981018197], [""performance"", 0.02265922218391831], [""comfort"", 0.0159677864925363], [""development"", 0.015541992771279614], [""standard"", 0.015047042138898717], [""flagship"", 0.014629565415738607]]"
