representation_model,topic,words,weighted_words
KeyBERT,-1,"steering, driving, vehicle, driver, car, drive, road, toyota","[[""steering"", 0.5174378156661987], [""driving"", 0.4607164263725281], [""vehicle"", 0.420293927192688], [""driver"", 0.417691707611084], [""car"", 0.394436240196228], [""drive"", 0.36621159315109253], [""road"", 0.3171223998069763], [""toyota"", 0.30225658416748047]]"
KeyBERT,0,"vehicle, car, vehicles, cars, driving, audi, bmw, corolla, mercedes, kia","[[""vehicle"", 0.4815026521682739], [""car"", 0.4651873707771301], [""vehicles"", 0.4618875980377197], [""cars"", 0.444016695022583], [""driving"", 0.3900601863861084], [""audi"", 0.3625253140926361], [""bmw"", 0.35733461380004883], [""corolla"", 0.3568449318408966], [""mercedes"", 0.35093340277671814], [""kia"", 0.3451618254184723]]"
KeyBERT,1,filtered_topic_terms_unavailable,"[[""filtered_topic_terms_unavailable"", 0.0]]"
KeyBERT,2,"charging, charge, charger, charged, recharge, chargers, battery, electric, kilowatts, kilowatt","[[""charging"", 0.6320508122444153], [""charge"", 0.5724456310272217], [""charger"", 0.5087608695030212], [""charged"", 0.476614385843277], [""recharge"", 0.4596053957939148], [""chargers"", 0.3294168710708618], [""battery"", 0.29315561056137085], [""electric"", 0.2347027063369751], [""kilowatts"", 0.22592096030712128], [""kilowatt"", 0.22165343165397644]]"
KeyBERT,3,"interior, design, inside, luxury, designers, materials, designer","[[""interior"", 0.6139151453971863], [""design"", 0.37900251150131226], [""inside"", 0.37526148557662964], [""luxury"", 0.3270304203033447], [""designers"", 0.2938199043273926], [""materials"", 0.28799968957901], [""designer"", 0.24241136014461517]]"
KeyBERT,4,"seats, cargo, seating, spacious, seat, passengers, trunk, compartment, cabin, rear","[[""seats"", 0.5589308738708496], [""cargo"", 0.49533185362815857], [""seating"", 0.4747380018234253], [""spacious"", 0.4686828553676605], [""seat"", 0.4367862939834595], [""passengers"", 0.4262882173061371], [""trunk"", 0.40935444831848145], [""compartment"", 0.3844919800758362], [""cabin"", 0.37653252482414246], [""rear"", 0.3420329689979553]]"
KeyBERT,5,"displays, screens, touchscreen, screen, display, hyperscreen, audio, navigation, digital, wireless","[[""displays"", 0.5338113307952881], [""screens"", 0.4662514925003052], [""touchscreen"", 0.46454358100891113], [""screen"", 0.43072426319122314], [""display"", 0.40143609046936035], [""hyperscreen"", 0.3833662271499634], [""audio"", 0.3295636773109436], [""navigation"", 0.3118849992752075], [""digital"", 0.3103140890598297], [""wireless"", 0.3090938329696655]]"
KeyBERT,6,"horsepower, engine, turbocharged, v8, engines, powertrain, v6, turbo, motor, motors","[[""horsepower"", 0.6482173800468445], [""engine"", 0.582682728767395], [""turbocharged"", 0.5615208148956299], [""v8"", 0.5554510951042175], [""engines"", 0.5380082130432129], [""powertrain"", 0.5159198641777039], [""v6"", 0.49579352140426636], [""turbo"", 0.4597943425178528], [""motor"", 0.4555715322494507], [""motors"", 0.4313701391220093]]"
KeyBERT,7,"ioniq, hyundai, ev, hybrid, innovative, sonata, vehicle, modular, electric, egmp","[[""ioniq"", 0.6903833746910095], [""hyundai"", 0.4762710928916931], [""ev"", 0.3585333824157715], [""hybrid"", 0.3363156318664551], [""innovative"", 0.3221319317817688], [""sonata"", 0.31746360659599304], [""vehicle"", 0.2854515016078949], [""modular"", 0.22983312606811523], [""electric"", 0.22177143394947052], [""egmp"", 0.20637246966362]]"
KeyBERT,8,"rav4, ev, hybrid, toyota, suv, vehicle, prime, rear, standard, lane","[[""rav4"", 0.6937180757522583], [""ev"", 0.41523095965385437], [""hybrid"", 0.4096758961677551], [""toyota"", 0.3876749277114868], [""suv"", 0.3050316572189331], [""vehicle"", 0.28827762603759766], [""prime"", 0.26977527141571045], [""rear"", 0.26088547706604004], [""standard"", 0.24711838364601135], [""lane"", 0.2388157695531845]]"
KeyBERT,9,"prius, toyota, hybrid, prime, innovative, convenience, efficiency, vehicle, drivers, driving","[[""prius"", 0.6983330845832825], [""toyota"", 0.42989856004714966], [""hybrid"", 0.4045591354370117], [""prime"", 0.3687976598739624], [""innovative"", 0.2551525831222534], [""convenience"", 0.24512597918510437], [""efficiency"", 0.23952943086624146], [""vehicle"", 0.21990880370140076], [""drivers"", 0.20085886120796204], [""driving"", 0.20025628805160522]]"
