representation_model,topic,words,weighted_words
POS,-1,"car, new, drive, available, safety, control, standard, electric","[[""car"", 0.012675053085409494], [""new"", 0.011817480626060936], [""drive"", 0.010816207629565172], [""available"", 0.006989908443646431], [""safety"", 0.0067827204369792235], [""control"", 0.006599587612903606], [""standard"", 0.006598031656183687], [""electric"", 0.006534141206549739]]"
POS,0,"car, new, vehicle, electric, features, cars, available, driver, performance","[[""car"", 0.020379180080828802], [""new"", 0.014983654091340393], [""vehicle"", 0.010470700041763934], [""electric"", 0.009484822760829861], [""features"", 0.006781557191782686], [""cars"", 0.006047567646880172], [""available"", 0.006006361726470793], [""driver"", 0.00581169840641874], [""performance"", 0.005587528938077049]]"
POS,1,filtered_topic_terms_unavailable,"[[""filtered_topic_terms_unavailable"", 0.0]]"
POS,2,"charging, charge, battery, range, fast, charger, minutes, level, kilowatt","[[""charging"", 0.07167226199347147], [""charge"", 0.04684453746115027], [""battery"", 0.03820375777749608], [""range"", 0.026859828535426476], [""fast"", 0.020931739094126624], [""charger"", 0.01948870336093071], [""minutes"", 0.0170120629694064], [""level"", 0.016639846677875866], [""kilowatt"", 0.014251821565425723]]"
POS,3,"interior, design, beautiful, modern, materials, designers, look, luxury, sculpture","[[""interior"", 0.05223769815898572], [""design"", 0.037475540453198904], [""beautiful"", 0.015202051510848249], [""modern"", 0.014454763908860163], [""materials"", 0.013877887577449958], [""designers"", 0.012741601500506024], [""look"", 0.012597353197778103], [""luxury"", 0.012200430016206132], [""sculpture"", 0.01123024553749047]]"
POS,4,"seats, seat, space, leather, cargo, rear, heated, cubic, passengers","[[""seats"", 0.08301881409756896], [""seat"", 0.05034325766261998], [""space"", 0.029413959422811414], [""leather"", 0.028684396478794588], [""cargo"", 0.02817288299312924], [""rear"", 0.028111939832396023], [""heated"", 0.022302493950243158], [""cubic"", 0.020083415426811226], [""passengers"", 0.017972312910696543]]"
POS,5,"display, navigation, screen, touchscreen, information, center, console, digital, new","[[""display"", 0.0650012530462511], [""navigation"", 0.03766473132388182], [""screen"", 0.037100999720593116], [""touchscreen"", 0.03430887785625285], [""information"", 0.0233460083960438], [""center"", 0.022878949827699082], [""console"", 0.020556116922905907], [""digital"", 0.019728526555392468], [""new"", 0.018116198165244277]]"
POS,6,"horsepower, engine, torque, liter, power, motor, cylinder, electric, pound, transmission","[[""horsepower"", 0.0846624171138881], [""engine"", 0.06500447494299995], [""torque"", 0.06268246507333618], [""liter"", 0.048483739187174614], [""power"", 0.032238958628039285], [""motor"", 0.03143772111584289], [""cylinder"", 0.03039043554681789], [""electric"", 0.027793346318588395], [""pound"", 0.021715116252569257], [""transmission"", 0.02147819851039606]]"
POS,7,"charging, new, safety, electric, platform, assist, space, avoidance, features","[[""charging"", 0.026999531973544436], [""new"", 0.022117233222153032], [""safety"", 0.021449959594970293], [""electric"", 0.020492001526931838], [""platform"", 0.01809552470923321], [""assist"", 0.017985399732084385], [""space"", 0.016853863576390776], [""avoidance"", 0.014339975989173281], [""features"", 0.01376320770312242]]"
POS,8,"hybrid, available, road, standard, grade, plug, performance, safety","[[""hybrid"", 0.049524474391448435], [""available"", 0.029471710904205195], [""road"", 0.02676448653131033], [""standard"", 0.02463964563717591], [""grade"", 0.024210497825143666], [""plug"", 0.023902752723277264], [""performance"", 0.019861899919228015], [""safety"", 0.017626526153262486]]"
POS,9,"hybrid, efficiency, plug, efficient, fuel, drive, new, available","[[""hybrid"", 0.03598475570461208], [""efficiency"", 0.02167057504496972], [""plug"", 0.021558022569053172], [""efficient"", 0.01766199740443174], [""fuel"", 0.017394424807746767], [""drive"", 0.0170687191582027], [""new"", 0.014990523172475937], [""available"", 0.014921436283901388]]"
POS,10,"camry, safety, drive, new, available, features, sense, convenience","[[""camry"", 0.14199484710076377], [""safety"", 0.03872839304673968], [""drive"", 0.020283776456871207], [""new"", 0.019897015443319534], [""available"", 0.019742141131108608], [""features"", 0.018384801433691204], [""sense"", 0.017732697867311836], [""convenience"", 0.0168017503603549]]"
POS,11,"mustang, mustangs, vehicle, electric, architecture, design, new","[[""mustang"", 0.16453219948290795], [""mustangs"", 0.020215629402641034], [""vehicle"", 0.015273393513396058], [""electric"", 0.015074894942081609], [""architecture"", 0.013262813872625501], [""design"", 0.011666904155699391], [""new"", 0.010976126224678825]]"
POS,12,"crown, sedan, performance, generation, new, story, chief, comfort, development","[[""crown"", 0.19378353900456607], [""sedan"", 0.02391513981018197], [""performance"", 0.02265922218391831], [""generation"", 0.02208777583736875], [""new"", 0.01972029169068817], [""story"", 0.0189495627888979], [""chief"", 0.016169855938440676], [""comfort"", 0.0159677864925363], [""development"", 0.015541992771279614]]"
POS,13,"sound, quiet, noise, exhaust, sounds, car, engine, wind, acoustic, silence","[[""sound"", 0.07872456272060498], [""quiet"", 0.04080965110630403], [""noise"", 0.03674183393243899], [""exhaust"", 0.030575455048492906], [""sounds"", 0.026625844469224988], [""car"", 0.026556034833616064], [""engine"", 0.02619434051529859], [""wind"", 0.02448705924835167], [""acoustic"", 0.02082766868390486], [""silence"", 0.01697435366621574]]"
POS,14,"warranty, maintenance, roadside, hybrid, assistance","[[""warranty"", 0.15468414921785748], [""maintenance"", 0.07449470235533937], [""roadside"", 0.07402649718613132], [""hybrid"", 0.07198579574155226], [""assistance"", 0.061218121400315816]]"
POS,15,"black, exhaust, available, designs","[[""black"", 0.040692342483141256], [""exhaust"", 0.026340453606563022], [""available"", 0.0246928626762943], [""designs"", 0.02004130191062224]]"
POS,16,"manager, designer, responsible, episode, product, head, tron, new","[[""manager"", 0.02966512193262291], [""designer"", 0.027589814781851178], [""responsible"", 0.02622243691640405], [""episode"", 0.025173067052236372], [""product"", 0.022516720830916964], [""head"", 0.02206021488796406], [""tron"", 0.020802344262637027], [""new"", 0.01925910619745412]]"
