n_topics_without_noise,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,report,llm_topic_naming
19,0.2899217355485377,4223,4058,785,4058,0.27859398599478236,0.38583001510366605,0.786393551415117,0.7042792805162708,06.17_T02-5(orig_08-20_tp-X).md,not_used
