representation_model,topic,words,weighted_words
POS,-1,"car, new, driving, design, fuel, driver","[[""car"", 0.01508179767696154], [""new"", 0.013056383242522477], [""driving"", 0.0070406656521089985], [""design"", 0.0061980997249603785], [""fuel"", 0.005973861344501872], [""driver"", 0.005199999083946318]]"
POS,0,"new, car, cars","[[""new"", 0.01792750926892057], [""car"", 0.016794584283470332], [""cars"", 0.00818273602708733]]"
POS,1,"rear, steering, car, suspension, speed, transmission, drive","[[""rear"", 0.02995275386385468], [""steering"", 0.023102016150055405], [""car"", 0.017519485409752216], [""suspension"", 0.016614764423861218], [""speed"", 0.015554128595235979], [""transmission"", 0.013345995613495323], [""drive"", 0.012058889185942938]]"
POS,2,"electric, engine, horsepower, torque, power, liter, battery, cylinder, motor, car","[[""electric"", 0.049145782881831364], [""engine"", 0.03685086338221708], [""horsepower"", 0.03262171678330407], [""torque"", 0.026189020955457897], [""power"", 0.02173201975912455], [""liter"", 0.017878128844089073], [""battery"", 0.01704942419160617], [""cylinder"", 0.01661096690433582], [""motor"", 0.015880710109477864], [""car"", 0.015413575027171512]]"
POS,3,"seat, seats, door, cargo, rear, space, trunk, storage, carbon, leather","[[""seat"", 0.034153139821052815], [""seats"", 0.029513406796558558], [""door"", 0.024733254342173036], [""cargo"", 0.021727296155324018], [""rear"", 0.021338204089056092], [""space"", 0.020197128186329613], [""trunk"", 0.02018290871927699], [""storage"", 0.01853690168625871], [""carbon"", 0.018312527596338977], [""leather"", 0.018271247787365243]]"
POS,4,"display, navigation, screen, voice, phone, information, smartphone, control","[[""display"", 0.033868924041566106], [""navigation"", 0.0326196871888696], [""screen"", 0.029464567321019576], [""voice"", 0.02510478656084302], [""phone"", 0.020520336525802315], [""information"", 0.016217613907833266], [""smartphone"", 0.015170159077299076], [""control"", 0.01379903435314579]]"
POS,5,"lane, assist, mode, braking, brake, traffic, blind, spot, collision","[[""lane"", 0.037532303415351444], [""assist"", 0.03415973091354417], [""mode"", 0.0293259266869294], [""braking"", 0.028845121076864898], [""brake"", 0.02670896492390619], [""traffic"", 0.0260423958865315], [""blind"", 0.02589793316953313], [""spot"", 0.024019650376950242], [""collision"", 0.023020385039585]]"
POS,6,"charging, charge, charger, stations, station, battery, volt, hours, car, cable","[[""charging"", 0.0964839028293186], [""charge"", 0.05132129924303544], [""charger"", 0.027911132453368973], [""stations"", 0.02742485079173934], [""station"", 0.023012289906364322], [""battery"", 0.022102066838860453], [""volt"", 0.021347350336838405], [""hours"", 0.019889943472066424], [""car"", 0.018627232395668054], [""cable"", 0.018346949168083406]]"
POS,7,"grille, light, lights, headlights, kidney, rear, design","[[""grille"", 0.04075147059195099], [""light"", 0.03891735964633541], [""lights"", 0.03591862206434125], [""headlights"", 0.032695385236165296], [""kidney"", 0.024129868867442495], [""rear"", 0.019662775248916055], [""design"", 0.019516771161744374]]"
POS,8,"interior, materials, design, colors, color, surfaces, premium, beautiful","[[""interior"", 0.08208120922293563], [""materials"", 0.025295010261671132], [""design"", 0.021330875534591624], [""colors"", 0.016626518274060826], [""color"", 0.01487043853975239], [""surfaces"", 0.01307313631038357], [""premium"", 0.01287467694368255], [""beautiful"", 0.012805467609920403]]"
POS,9,"new, warranty, fleet, safety, best, limited, better","[[""new"", 0.021433645154020426], [""warranty"", 0.01954714971404707], [""fleet"", 0.01450699569597133], [""safety"", 0.013342750012281428], [""best"", 0.013332027598992827], [""limited"", 0.011195107765597356], [""better"", 0.01028993445944801]]"
POS,10,"tron, quattro, new, electric, design, car, luxury, signature","[[""tron"", 0.050534532037553474], [""quattro"", 0.021797093237911916], [""new"", 0.0201979636072168], [""electric"", 0.019242919654563626], [""design"", 0.014346815771714838], [""car"", 0.01399489575244198], [""luxury"", 0.007894740896298859], [""signature"", 0.0069197191552965165]]"
POS,11,"new, generation, brand, compact, safety, features, design, segment, sedan","[[""new"", 0.029996300585455965], [""generation"", 0.021977088329577937], [""brand"", 0.01957921106431978], [""compact"", 0.016869629946690386], [""safety"", 0.01634758494338474], [""features"", 0.013940113591271735], [""design"", 0.013910194308340581], [""segment"", 0.01355242827913185], [""sedan"", 0.013483942073195612]]"
