n_topics_without_noise,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,report,llm_topic_naming
20,0.2853374367992966,3894,4852,970,4852,0.355536015241445,0.4820106983219755,0.6728614751671824,0.6713358247233824,06.17_T02-2(orig_18-25_tp-X).md,not_used
