stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,status,note,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score
stage2,5,5,0.05,cosine,42,50,,eom,0.0,euclidean,ok,完成,40,0.4124461206896552,4593,252,192,869,0.07803520114942529,0.15014367816091953,0.9325591125663903,0.8228268678160919
stage2,5,5,0.05,cosine,42,50,,eom,0.05,euclidean,ok,完成,40,0.4124461206896552,4593,252,192,869,0.07803520114942529,0.15014367816091953,0.9325591125663903,0.8228268678160919
stage2,5,5,0.05,cosine,42,50,,eom,0.1,euclidean,ok,完成,40,0.4124461206896552,4593,252,192,869,0.07803520114942529,0.15014367816091953,0.9325591125663903,0.8228268678160919
stage2,5,5,0.05,cosine,42,50,,eom,0.2,euclidean,ok,完成,40,0.4124461206896552,4593,252,192,869,0.07803520114942529,0.15014367816091953,0.9325591125663903,0.8228268678160919
stage2,5,5,0.05,cosine,42,50,,leaf,0.0,euclidean,ok,完成,46,0.4775502873563218,5318,252,192,399,0.035829741379310345,0.08234554597701149,0.9642993054429742,0.8295168821839081
stage2,5,5,0.05,cosine,42,50,,leaf,0.05,euclidean,ok,完成,46,0.4775502873563218,5318,252,192,399,0.035829741379310345,0.08234554597701149,0.9642993054429742,0.8295168821839081
stage2,5,5,0.05,cosine,42,50,,leaf,0.1,euclidean,ok,完成,46,0.4775502873563218,5318,252,192,399,0.035829741379310345,0.08234554597701149,0.9642993054429742,0.8295168821839081
stage2,5,5,0.05,cosine,42,50,,leaf,0.2,euclidean,ok,完成,46,0.4775502873563218,5318,252,192,399,0.035829741379310345,0.08234554597701149,0.9642993054429742,0.8295168821839081
stage2,5,5,0.05,cosine,42,50,5.0,eom,0.0,euclidean,ok,完成,63,0.31420617816091956,3499,88,192,462,0.041487068965517244,0.09330100574712644,0.9603251361106299,0.8746318247126437
stage2,5,5,0.05,cosine,42,50,5.0,eom,0.05,euclidean,ok,完成,63,0.31420617816091956,3499,88,192,462,0.041487068965517244,0.09330100574712644,0.9603251361106299,0.8746318247126437
