finished_at,dataset,output_dir,rows,metrics,llm50_summary,representation_errors,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,llm50_status,llm50_topics,llm50_calls,llm50_stable_topics,llm50_error
2026-06-23T17:30:40.642002+00:00,#運行BERTopic整理/#2.1 清理後輸入資料集（dataset）/02.2-驗證集3 刪除頭尾各五家廠商_(237)/R06.03_A02-pre_LLM(orig)-(237)_tok(para12-80)_dataset,Result/T03_Validation/06.24_T03-2(orig-237-new-tp-X),6547,"{'n_clusters': 7, 'noise_ratio': 0.017107071941347182, 'topic_-1_count': 112, 'topic_0_count': 5586, 'topic_1_count': 276, 'largest_topic_count': 5586, 'largest_topic_ratio': 0.8532152130746907, 'top3_topic_ratio': 0.9271422025355125, 'topic_entropy': 0.3113260326761787, 'balance_score': 0.40947487398808613}","{'status': 'skipped', 'topics': 7, 'calls': 0, 'stable_topics': 0, 'error': 'OPENROUTER_API_KEY was not provided.'}",1,7,0.017107071941347182,112,5586,276,5586,0.8532152130746907,0.9271422025355125,0.3113260326761787,0.40947487398808613,skipped,7,0,0,OPENROUTER_API_KEY was not provided.
