stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,status,note,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score
stage2,5,5,0.0,cosine,42,50,,eom,0.0,euclidean,ok,完成,96,0.4322993444782486,13783,82,64,1618,0.05074804754885048,0.1040052692657529,0.9104935964941869,0.8342847285387196
stage2,5,5,0.0,cosine,42,50,,eom,0.05,euclidean,ok,完成,96,0.4322993444782486,13783,82,64,1618,0.05074804754885048,0.1040052692657529,0.9104935964941869,0.8342847285387196
stage2,5,5,0.0,cosine,42,50,,eom,0.1,euclidean,ok,完成,96,0.4322993444782486,13783,82,64,1618,0.05074804754885048,0.1040052692657529,0.9104935964941869,0.8342847285387196
stage2,5,5,0.0,cosine,42,50,,eom,0.2,euclidean,ok,完成,96,0.4322993444782486,13783,82,64,1618,0.05074804754885048,0.1040052692657529,0.9104935964941869,0.8342847285387196
stage2,5,5,0.0,cosine,42,50,,leaf,0.0,euclidean,ok,完成,112,0.5456826521970957,17398,82,64,653,0.02048113414672396,0.04663927484866543,0.95682575481902,0.8208230091271209
stage2,5,5,0.0,cosine,42,50,,leaf,0.05,euclidean,ok,完成,112,0.5456826521970957,17398,82,64,653,0.02048113414672396,0.04663927484866543,0.95682575481902,0.8208230091271209
stage2,5,5,0.0,cosine,42,50,,leaf,0.1,euclidean,ok,完成,112,0.5456826521970957,17398,82,64,653,0.02048113414672396,0.04663927484866543,0.95682575481902,0.8208230091271209
stage2,5,5,0.0,cosine,42,50,,leaf,0.2,euclidean,ok,完成,109,0.5006116112034626,15961,82,64,932,0.0292318790578051,0.07151146378948028,0.9412705617158265,0.8267446601637236
stage2,5,5,0.0,cosine,42,50,5.0,eom,0.0,euclidean,ok,完成,160,0.3271335821597717,10430,111,61,864,0.02709908101496095,0.07562023648966534,0.9460131081386846,0.8786061537496472
stage2,5,5,0.0,cosine,42,50,5.0,eom,0.05,euclidean,ok,完成,159,0.32622400652385286,10401,111,61,864,0.02709908101496095,0.07562023648966534,0.9464374737511457,0.8788790264404227
stage2,5,5,0.0,cosine,42,50,5.0,eom,0.1,euclidean,ok,完成,157,0.32362073832449895,10318,111,61,864,0.02709908101496095,0.07562023648966534,0.94651532535426,0.8796600069002289
stage2,5,5,0.0,cosine,42,50,5.0,eom,0.2,euclidean,ok,完成,109,0.24517768089577519,7817,111,61,2597,0.0814540664303861,0.16362952043408713,0.8794312118734473,0.8692845717153341
stage2,5,5,0.0,cosine,42,50,5.0,leaf,0.0,euclidean,ok,完成,178,0.40378885299375844,12874,111,61,393,0.012326318100555156,0.03525389706112975,0.9740698377130481,0.8681146692594799
