finished_at,dataset,output_dir,rows,metrics,llm50_summary,representation_errors,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,llm50_status,llm50_topics,llm50_calls,llm50_stable_topics,llm50_llm_result_md,llm50_llm_result_csv,llm50_llm_validation_csv
2026-06-17T01:16:24.780706+00:00,Result/06.13_[B]tok/06.13_[B]01-pre_LLM(orig)_20-25(194)_tok(para12-80)_dataset,Result/06.17_M03_split/06.17_M03-2(orig_20-25_tp-50),10680,"{'n_clusters': 22, 'noise_ratio': 0.29447565543071164, 'topic_-1_count': 3145, 'topic_0_count': 994, 'topic_1_count': 775, 'largest_topic_count': 994, 'largest_topic_ratio': 0.09307116104868914, 'top3_topic_ratio': 0.2298689138576779, 'topic_entropy': 0.9355515328670944, 'balance_score': 0.8137621722846442}","{'status': 'ok', 'topics': 22, 'calls': 1100, 'stable_topics': 17, 'llm_result_md': '06.17_M03-2(orig_20-25_tp-50)_LLM.md', 'llm_result_csv': '06.17_M03-2(orig_20-25_tp-50)_LLM.csv', 'llm_validation_csv': '06.17_M03-2(orig_20-25_tp-50)_LLM_validation.csv'}",0,22,0.29447565543071164,3145,994,775,994,0.09307116104868914,0.2298689138576779,0.9355515328670944,0.8137621722846442,ok,22,1100,17,06.17_M03-2(orig_20-25_tp-50)_LLM.md,06.17_M03-2(orig_20-25_tp-50)_LLM.csv,06.17_M03-2(orig_20-25_tp-50)_LLM_validation.csv
