stage,umap_n_neighbors,umap_n_components,umap_min_dist,umap_metric,umap_random_state,hdbscan_min_cluster_size,hdbscan_min_samples,hdbscan_cluster_selection_method,hdbscan_cluster_selection_epsilon,hdbscan_metric,status,note,n_clusters,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score
stage2,5,10,0.0,cosine,42,50,,eom,0.0,euclidean,ok,完成,89,0.4804918345300883,15123,77,92,924,0.029357564974264474,0.0750460697718752,0.9266540860398962,0.8320359661943191
stage2,5,10,0.0,cosine,42,50,,eom,0.05,euclidean,ok,完成,89,0.4804918345300883,15123,77,92,924,0.029357564974264474,0.0750460697718752,0.9266540860398962,0.8320359661943191
stage2,5,10,0.0,cosine,42,50,,eom,0.1,euclidean,ok,完成,89,0.4804918345300883,15123,77,92,924,0.029357564974264474,0.0750460697718752,0.9266540860398962,0.8320359661943191
stage2,5,10,0.0,cosine,42,50,,eom,0.2,euclidean,ok,完成,89,0.4804918345300883,15123,77,92,924,0.029357564974264474,0.0750460697718752,0.9266540860398962,0.8320359661943191
stage2,5,10,0.0,cosine,42,50,,leaf,0.0,euclidean,ok,完成,100,0.568914024274004,17906,77,92,556,0.01766537459490373,0.05020016521573362,0.9571782813574756,0.8139861472961809
stage2,5,10,0.0,cosine,42,50,,leaf,0.05,euclidean,ok,完成,100,0.568914024274004,17906,77,92,556,0.01766537459490373,0.05020016521573362,0.9571782813574756,0.8139861472961809
stage2,5,10,0.0,cosine,42,50,,leaf,0.1,euclidean,ok,完成,100,0.568914024274004,17906,77,92,556,0.01766537459490373,0.05020016521573362,0.9571782813574756,0.8139861472961809
stage2,5,10,0.0,cosine,42,50,,leaf,0.2,euclidean,ok,完成,98,0.5445129313083815,17138,77,92,731,0.023225519476393213,0.057825506767490625,0.9493811233826887,0.8181133634110693
stage2,5,10,0.0,cosine,42,50,5.0,eom,0.0,euclidean,ok,完成,142,0.33573743407256784,10567,77,62,1263,0.040128359916121244,0.09239372180212238,0.9315618037542107,0.8687615174429688
stage2,5,10,0.0,cosine,42,50,5.0,eom,0.05,euclidean,ok,完成,142,0.33573743407256784,10567,77,62,1263,0.040128359916121244,0.09239372180212238,0.9315618037542107,0.8687615174429688
stage2,5,10,0.0,cosine,42,50,5.0,eom,0.1,euclidean,ok,完成,142,0.33573743407256784,10567,77,62,1263,0.040128359916121244,0.09239372180212238,0.9315618037542107,0.8687615174429688
stage2,5,10,0.0,cosine,42,50,5.0,eom,0.2,euclidean,ok,完成,105,0.25818135603990594,8126,77,62,2192,0.06964478617271398,0.14443667789286396,0.871146664500809,0.8727648217576414
stage2,5,10,0.0,cosine,42,50,5.0,leaf,0.0,euclidean,ok,完成,166,0.4274957107453771,13455,77,62,446,0.014170426383681769,0.039206964478617275,0.9716433041741924,0.8596587659655588
stage2,5,10,0.0,cosine,42,50,5.0,leaf,0.05,euclidean,ok,完成,166,0.4274957107453771,13455,77,62,446,0.014170426383681769,0.039206964478617275,0.9716433041741924,0.8596587659655588
