n_topics_without_noise,noise_ratio,topic_-1_count,topic_0_count,topic_1_count,largest_topic_count,largest_topic_ratio,top3_topic_ratio,topic_entropy,balance_score,report,llm_topic_naming
31,0.2988308115543329,3476,1351,623,1351,0.11614511691884456,0.21552613480055022,0.9187448516805206,0.8324019944979368,06.17_T02-4(orig_19-25_tp-X).md,not_used
